,locality,Economic  Factor,Sentiment Score,Sentiment,location,Quarter Period,Year,min_price,max_price,Average Price,Risk
3345,Khar West,"Similar to Khar; high demand for its lifestyle and amenities, leading to a competitive market.",0.0516,Negative,Khar West,Apr-Jun,2027.0,28359.32974,46201.06599,37280.16,Low
3346,Khar West,"Similar to Khar; high demand for its lifestyle and amenities, leading to a competitive market.",0.0516,Negative,Khar West,Jul-Sep,2027.0,28543.37552,46500.90069,37522.1,Low
3347,Khar West,"Similar to Khar; high demand for its lifestyle and amenities, leading to a competitive market.",0.0516,Negative,Khar West,Oct-Dec,2027.0,27734.26328,45182.75078,36458.47,Low
3348,Khar West,"Similar to Khar; high demand for its lifestyle and amenities, leading to a competitive market.",0.0516,Negative,Khar West,Jan-Mar,2028.0,28028.9617,45662.85314,36845.87,Low
3349,Khar West,"Similar to Khar; high demand for its lifestyle and amenities, leading to a competitive market.",0.0516,Negative,Khar West,Apr-Jun,2028.0,28318.59381,46134.70181,37226.61,Low
3350,Khar West,"Similar to Khar; high demand for its lifestyle and amenities, leading to a competitive market.",0.0516,Negative,Khar West,Jul-Sep,2028.0,28623.60743,46631.609,37627.57,Low
3351,Khar West,"Similar to Khar; high demand for its lifestyle and amenities, leading to a competitive market.",0.0516,Negative,Khar West,Oct-Dec,2028.0,28391.24145,46253.05436,37322.11,Low
3352,Khar West,"Similar to Khar; high demand for its lifestyle and amenities, leading to a competitive market.",0.0516,Negative,Khar West,Jan-Mar,2029.0,28558.20173,46525.05453,37541.59,Low
3353,Khar West,"Similar to Khar; high demand for its lifestyle and amenities, leading to a competitive market.",0.0516,Negative,Khar West,Apr-Jun,2029.0,29049.76387,47325.8737,38187.78,Low
3354,Khar West,"Similar to Khar; high demand for its lifestyle and amenities, leading to a competitive market.",0.0516,Negative,Khar West,Jul-Sep,2029.0,29908.73294,48725.24692,39316.95,Low
3355,Khar West,"Similar to Khar; high demand for its lifestyle and amenities, leading to a competitive market.",0.0516,Negative,Khar West,Oct-Dec,2029.0,30483.38726,49661.43414,40072.37,Low
3356,Khar West,"Similar to Khar; high demand for its lifestyle and amenities, leading to a competitive market.",0.0516,Negative,Khar West,Jan-Mar,2030.0,31113.83953,50688.52355,40901.14,Low
3357,Khar West,"Similar to Khar; high demand for its lifestyle and amenities, leading to a competitive market.",0.0516,Negative,Khar West,Apr-Jun,2030.0,31783.4835,51779.46137,41781.43,Low
3358,Khar West,"Similar to Khar; high demand for its lifestyle and amenities, leading to a competitive market.",0.0516,Negative,Khar West,Jul-Sep,2030.0,31900.92166,51970.78352,41935.81,Low
3359,Khar West,"Similar to Khar; high demand for its lifestyle and amenities, leading to a competitive market.",0.0516,Negative,Khar West,Oct-Dec,2030.0,32668.47641,53221.23083,42944.81,Low
3360,Kherwadi,Older properties dominate; higher vacancy rates and lower demand increase investment risk.,-0.4588,Neutral,Kherwadi,Jan-Mar,2024.0,18399.2372,29413.45216,23899.5,High
3361,Kherwadi,Older properties dominate; higher vacancy rates and lower demand increase investment risk.,-0.4588,Neutral,Kherwadi,Apr-Jun,2024.0,19137.92429,30594.33467,24859.01,High
3362,Kherwadi,Older properties dominate; higher vacancy rates and lower demand increase investment risk.,-0.4588,Neutral,Kherwadi,Jul-Sep,2024.0,18577.49028,29698.41171,24131.04,High
3363,Kherwadi,Older properties dominate; higher vacancy rates and lower demand increase investment risk.,-0.4588,Neutral,Kherwadi,Oct-Dec,2024.0,18589.39999,29717.45086,24146.51,High
3364,Kherwadi,Older properties dominate; higher vacancy rates and lower demand increase investment risk.,-0.4588,Neutral,Kherwadi,Jan-Mar,2025.0,19807.21504,31664.27855,25728.37833,High
3365,Kherwadi,Older properties dominate; higher vacancy rates and lower demand increase investment risk.,-0.4588,Neutral,Kherwadi,Apr-Jun,2025.0,20962.57158,33511.25862,27229.11683,High
3366,Kherwadi,Older properties dominate; higher vacancy rates and lower demand increase investment risk.,-0.4588,Neutral,Kherwadi,Jul-Sep,2025.0,18276.87629,29217.84314,23740.56056,High
3367,Kherwadi,Older properties dominate; higher vacancy rates and lower demand increase investment risk.,-0.4588,Neutral,Kherwadi,Oct-Dec,2025.0,17344.36954,27727.11598,22529.2905,High
3368,Kherwadi,Older properties dominate; higher vacancy rates and lower demand increase investment risk.,-0.4588,Neutral,Kherwadi,Jan-Mar,2026.0,16684.36932,26672.02415,21671.99,High
3369,Kherwadi,Older properties dominate; higher vacancy rates and lower demand increase investment risk.,-0.4588,Neutral,Kherwadi,Apr-Jun,2026.0,16685.98603,26674.60865,21674.09,High
3370,Kherwadi,Older properties dominate; higher vacancy rates and lower demand increase investment risk.,-0.4588,Neutral,Kherwadi,Jul-Sep,2026.0,16792.44106,26844.79015,21812.36867,High
3371,Kherwadi,Older properties dominate; higher vacancy rates and lower demand increase investment risk.,-0.4588,Neutral,Kherwadi,Oct-Dec,2026.0,16785.61344,26833.87536,21803.5,High
3372,Kherwadi,Older properties dominate; higher vacancy rates and lower demand increase investment risk.,-0.4588,Neutral,Kherwadi,Jan-Mar,2027.0,17052.56963,27260.63779,22150.26,High
3373,Kherwadi,Older properties dominate; higher vacancy rates and lower demand increase investment risk.,-0.4588,Neutral,Kherwadi,Apr-Jun,2027.0,17087.39803,27316.3153,22195.5,High
3374,Kherwadi,Older properties dominate; higher vacancy rates and lower demand increase investment risk.,-0.4588,Neutral,Kherwadi,Jul-Sep,2027.0,17262.70768,27596.56941,22423.21667,High
3375,Kherwadi,Older properties dominate; higher vacancy rates and lower demand increase investment risk.,-0.4588,Neutral,Kherwadi,Oct-Dec,2027.0,17337.98703,27716.91274,22521.0,High
3376,Kherwadi,Older properties dominate; higher vacancy rates and lower demand increase investment risk.,-0.4588,Neutral,Kherwadi,Jan-Mar,2028.0,17704.13181,28302.24038,22996.6,High
3377,Kherwadi,Older properties dominate; higher vacancy rates and lower demand increase investment risk.,-0.4588,Neutral,Kherwadi,Apr-Jun,2028.0,18157.65555,29027.25407,23585.7,High
3378,Kherwadi,Older properties dominate; higher vacancy rates and lower demand increase investment risk.,-0.4588,Neutral,Kherwadi,Jul-Sep,2028.0,18076.26507,28897.14133,23479.97867,High
3379,Kherwadi,Older properties dominate; higher vacancy rates and lower demand increase investment risk.,-0.4588,Neutral,Kherwadi,Oct-Dec,2028.0,17899.89917,28615.19867,23250.89,High
3380,Kherwadi,Older properties dominate; higher vacancy rates and lower demand increase investment risk.,-0.4588,Neutral,Kherwadi,Jan-Mar,2029.0,18614.05856,29756.87063,24178.54,High
3381,Kherwadi,Older properties dominate; higher vacancy rates and lower demand increase investment risk.,-0.4588,Neutral,Kherwadi,Apr-Jun,2029.0,19266.09036,30799.22395,25025.49,High
3382,Kherwadi,Older properties dominate; higher vacancy rates and lower demand increase investment risk.,-0.4588,Neutral,Kherwadi,Jul-Sep,2029.0,19535.26888,31229.53904,25375.13667,High
3383,Kherwadi,Older properties dominate; higher vacancy rates and lower demand increase investment risk.,-0.4588,Neutral,Kherwadi,Oct-Dec,2029.0,18788.78569,30036.19351,24405.5,High
3384,Kherwadi,Older properties dominate; higher vacancy rates and lower demand increase investment risk.,-0.4588,Neutral,Kherwadi,Jan-Mar,2030.0,18399.2372,29413.45216,23899.5,High
3385,Kherwadi,Older properties dominate; higher vacancy rates and lower demand increase investment risk.,-0.4588,Neutral,Kherwadi,Apr-Jun,2030.0,19137.92429,30594.33467,24859.01,High
3386,Kherwadi,Older properties dominate; higher vacancy rates and lower demand increase investment risk.,-0.4588,Neutral,Kherwadi,Jul-Sep,2030.0,18577.49028,29698.41171,24131.04,High
3387,Kherwadi,Older properties dominate; higher vacancy rates and lower demand increase investment risk.,-0.4588,Neutral,Kherwadi,Oct-Dec,2030.0,18589.39999,29717.45086,24146.51,High
3388,Kokanipada Malad East,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kokanipada Malad East,Jan-Mar,2024.0,16305.41352,24365.15476,19879.74667,High
3389,Kokanipada Malad East,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kokanipada Malad East,Apr-Jun,2024.0,16327.94447,24398.82274,19907.21667,High
3390,Kokanipada Malad East,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kokanipada Malad East,Jul-Sep,2024.0,15940.97358,23820.57272,19435.41733,High
3391,Kokanipada Malad East,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kokanipada Malad East,Oct-Dec,2024.0,15963.44658,23854.15409,19462.81667,High
3392,Kokanipada Malad East,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kokanipada Malad East,Jan-Mar,2025.0,16849.1092,25177.5984,20542.62667,High
3393,Kokanipada Malad East,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kokanipada Malad East,Apr-Jun,2025.0,16834.57822,25155.88479,20524.91033,High
3394,Kokanipada Malad East,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kokanipada Malad East,Jul-Sep,2025.0,15338.1692,22919.80304,18700.47133,High
3395,Kokanipada Malad East,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kokanipada Malad East,Oct-Dec,2025.0,14018.10175,20947.22825,17091.03,High
3396,Kokanipada Malad East,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kokanipada Malad East,Jan-Mar,2026.0,13988.24639,20902.61543,17054.63,High
3397,Kokanipada Malad East,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kokanipada Malad East,Apr-Jun,2026.0,13871.33476,20727.91455,16912.09,High
3398,Kokanipada Malad East,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kokanipada Malad East,Jul-Sep,2026.0,13809.00649,20634.77752,16836.09867,High
3399,Kokanipada Malad East,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kokanipada Malad East,Oct-Dec,2026.0,13927.08117,20811.21633,16980.05667,High
3400,Kokanipada Malad East,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kokanipada Malad East,Jan-Mar,2027.0,14196.709,21214.12079,17308.79,High
3401,Kokanipada Malad East,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kokanipada Malad East,Apr-Jun,2027.0,14222.30751,21252.37261,17340.0,High
3402,Kokanipada Malad East,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kokanipada Malad East,Jul-Sep,2027.0,14305.96814,21377.38657,17442.0,High
3403,Kokanipada Malad East,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kokanipada Malad East,Oct-Dec,2027.0,14325.653,21406.80162,17466.0,High
3404,Kokanipada Malad East,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kokanipada Malad East,Jan-Mar,2028.0,15133.06012,22613.30886,18450.4,High
3405,Kokanipada Malad East,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kokanipada Malad East,Apr-Jun,2028.0,15161.7508,22656.18129,18485.38,High
3406,Kokanipada Malad East,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kokanipada Malad East,Jul-Sep,2028.0,14995.90152,22408.35297,18283.17467,High
3407,Kokanipada Malad East,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kokanipada Malad East,Oct-Dec,2028.0,14639.38857,21875.61621,17848.51,High
3408,Kokanipada Malad East,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kokanipada Malad East,Jan-Mar,2029.0,15530.23487,23206.80649,18934.64,High
3409,Kokanipada Malad East,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kokanipada Malad East,Apr-Jun,2029.0,15569.89165,23266.06556,18982.99,High
3410,Kokanipada Malad East,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kokanipada Malad East,Jul-Sep,2029.0,15556.10405,23245.46277,18966.18,High
3411,Kokanipada Malad East,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kokanipada Malad East,Oct-Dec,2029.0,15607.62916,23322.45666,19029.0,High
3412,Kokanipada Malad East,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kokanipada Malad East,Jan-Mar,2030.0,16305.41352,24365.15476,19879.74667,High
3413,Kokanipada Malad East,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kokanipada Malad East,Apr-Jun,2030.0,16327.94447,24398.82274,19907.21667,High
3414,Kokanipada Malad East,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kokanipada Malad East,Jul-Sep,2030.0,15940.97358,23820.57272,19435.41733,High
3415,Kokanipada Malad East,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kokanipada Malad East,Oct-Dec,2030.0,15963.44658,23854.15409,19462.81667,High
3416,Kurar Village,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kurar Village,Jan-Mar,2024.0,12826.13503,20601.34497,16713.74,High
3417,Kurar Village,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kurar Village,Apr-Jun,2024.0,12650.76863,20319.67137,16485.22,High
3418,Kurar Village,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kurar Village,Jul-Sep,2024.0,12804.36643,20566.38024,16685.37333,High
3419,Kurar Village,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kurar Village,Oct-Dec,2024.0,12683.52897,20372.29103,16527.91,High
3420,Kurar Village,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kurar Village,Jan-Mar,2025.0,13555.20594,21772.37906,17663.7925,High
3421,Kurar Village,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kurar Village,Apr-Jun,2025.0,13784.064,22139.971,17962.0175,High
3422,Kurar Village,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kurar Village,Jul-Sep,2025.0,12766.10192,20504.91975,16635.51083,High
3423,Kurar Village,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kurar Village,Oct-Dec,2025.0,11925.16829,19154.21171,15539.69,High
3424,Kurar Village,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kurar Village,Jan-Mar,2026.0,10892.05516,17494.82484,14193.44,High
3425,Kurar Village,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kurar Village,Apr-Jun,2026.0,11118.53811,17858.60189,14488.57,High
3426,Kurar Village,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kurar Village,Jul-Sep,2026.0,11248.94251,18068.05749,14658.5,High
3427,Kurar Village,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kurar Village,Oct-Dec,2026.0,11014.3251,17691.2149,14352.77,High
3428,Kurar Village,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kurar Village,Jan-Mar,2027.0,10267.06104,16490.95896,13379.01,High
3429,Kurar Village,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kurar Village,Apr-Jun,2027.0,10366.92289,16651.35711,13509.14,High
3430,Kurar Village,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kurar Village,Jul-Sep,2027.0,10267.04569,16490.93431,13378.99,High
3431,Kurar Village,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kurar Village,Oct-Dec,2027.0,10443.30995,16774.05005,13608.68,High
3432,Kurar Village,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kurar Village,Jan-Mar,2028.0,11272.72425,18106.25575,14689.49,High
3433,Kurar Village,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kurar Village,Apr-Jun,2028.0,11335.89668,18207.72332,14771.81,High
3434,Kurar Village,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kurar Village,Jul-Sep,2028.0,11307.3903,18161.93637,14734.66333,High
3435,Kurar Village,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kurar Village,Oct-Dec,2028.0,11024.04807,17706.83193,14365.44,High
3436,Kurar Village,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kurar Village,Jan-Mar,2029.0,11279.27785,18116.78215,14698.03,High
3437,Kurar Village,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kurar Village,Apr-Jun,2029.0,11347.95254,18227.08746,14787.52,High
3438,Kurar Village,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kurar Village,Jul-Sep,2029.0,11472.20238,18426.65762,14949.43,High
3439,Kurar Village,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kurar Village,Oct-Dec,2029.0,12190.29754,19580.06246,15885.18,High
3440,Kurar Village,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kurar Village,Jan-Mar,2030.0,12826.13503,20601.34497,16713.74,High
3441,Kurar Village,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kurar Village,Apr-Jun,2030.0,12650.76863,20319.67137,16485.22,High
3442,Kurar Village,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kurar Village,Jul-Sep,2030.0,12804.36643,20566.38024,16685.37333,High
3443,Kurar Village,Low demand and high supply; limited appeal for buyers due to economic factors.,-0.5423,Neutral,Kurar Village,Oct-Dec,2030.0,12683.52897,20372.29103,16527.91,High
3444,Kurla,Balanced demand and supply; good connectivity and local economic factors contribute to stability.,0.34,Positive,Kurla,Jan-Mar,2024.0,12771.29168,20764.58435,16767.96,Moderate
3445,Kurla,Balanced demand and supply; good connectivity and local economic factors contribute to stability.,0.34,Positive,Kurla,Apr-Jun,2024.0,12570.07938,20437.43734,16503.78,Moderate
3446,Kurla,Balanced demand and supply; good connectivity and local economic factors contribute to stability.,0.34,Positive,Kurla,Jul-Sep,2024.0,12720.96195,20682.75425,16701.88,Moderate
3447,Kurla,Balanced demand and supply; good connectivity and local economic factors contribute to stability.,0.34,Positive,Kurla,Oct-Dec,2024.0,12772.47223,20766.50379,16769.51,Moderate
3448,Kurla,Balanced demand and supply; good connectivity and local economic factors contribute to stability.,0.34,Positive,Kurla,Jan-Mar,2025.0,13452.48725,21872.12643,17662.33,Moderate
3449,Kurla,Balanced demand and supply; good connectivity and local economic factors contribute to stability.,0.34,Positive,Kurla,Apr-Jun,2025.0,13783.88052,22410.93202,18097.43,Moderate
3450,Kurla,Balanced demand and supply; good connectivity and local economic factors contribute to stability.,0.34,Positive,Kurla,Jul-Sep,2025.0,12104.79998,19680.949,15892.89533,Moderate
3451,Kurla,Balanced demand and supply; good connectivity and local economic factors contribute to stability.,0.34,Positive,Kurla,Oct-Dec,2025.0,10871.05533,17675.02857,14273.06067,Moderate
3452,Kurla,Balanced demand and supply; good connectivity and local economic factors contribute to stability.,0.34,Positive,Kurla,Jan-Mar,2026.0,10407.85067,16921.9135,13664.9,Moderate
3453,Kurla,Balanced demand and supply; good connectivity and local economic factors contribute to stability.,0.34,Positive,Kurla,Apr-Jun,2026.0,10548.48906,17150.57462,13849.55,Moderate
3454,Kurla,Balanced demand and supply; good connectivity and local economic factors contribute to stability.,0.34,Positive,Kurla,Jul-Sep,2026.0,10692.44825,17384.63494,14038.56,Moderate
3455,Kurla,Balanced demand and supply; good connectivity and local economic factors contribute to stability.,0.34,Positive,Kurla,Oct-Dec,2026.0,10662.77442,17336.38886,13999.6,Moderate
3456,Kurla,Balanced demand and supply; good connectivity and local economic factors contribute to stability.,0.34,Positive,Kurla,Jan-Mar,2027.0,10672.49306,17352.1902,14012.36,Moderate
3457,Kurla,Balanced demand and supply; good connectivity and local economic factors contribute to stability.,0.34,Positive,Kurla,Apr-Jun,2027.0,10734.29322,17452.66982,14093.5,Moderate
3458,Kurla,Balanced demand and supply; good connectivity and local economic factors contribute to stability.,0.34,Positive,Kurla,Jul-Sep,2027.0,10879.20446,17688.27808,14283.76,Moderate
3459,Kurla,Balanced demand and supply; good connectivity and local economic factors contribute to stability.,0.34,Positive,Kurla,Oct-Dec,2027.0,10966.26089,17829.82136,14398.06,Moderate
3460,Kurla,Balanced demand and supply; good connectivity and local economic factors contribute to stability.,0.34,Positive,Kurla,Jan-Mar,2028.0,11359.00494,18468.37595,14913.71,Moderate
3461,Kurla,Balanced demand and supply; good connectivity and local economic factors contribute to stability.,0.34,Positive,Kurla,Apr-Jun,2028.0,11447.52373,18612.29686,15029.93,Moderate
3462,Kurla,Balanced demand and supply; good connectivity and local economic factors contribute to stability.,0.34,Positive,Kurla,Jul-Sep,2028.0,11314.79124,18396.4898,14855.66,Moderate
3463,Kurla,Balanced demand and supply; good connectivity and local economic factors contribute to stability.,0.34,Positive,Kurla,Oct-Dec,2028.0,11005.27252,17893.24958,14449.28,Moderate
3464,Kurla,Balanced demand and supply; good connectivity and local economic factors contribute to stability.,0.34,Positive,Kurla,Jan-Mar,2029.0,11419.52553,18566.77515,14993.17,Moderate
3465,Kurla,Balanced demand and supply; good connectivity and local economic factors contribute to stability.,0.34,Positive,Kurla,Apr-Jun,2029.0,11528.76116,18744.37915,15136.59,Moderate
3466,Kurla,Balanced demand and supply; good connectivity and local economic factors contribute to stability.,0.34,Positive,Kurla,Jul-Sep,2029.0,11737.76512,19084.19446,15411.0,Moderate
3467,Kurla,Balanced demand and supply; good connectivity and local economic factors contribute to stability.,0.34,Positive,Kurla,Oct-Dec,2029.0,12481.96426,20294.17276,16388.09,Moderate
3468,Kurla,Balanced demand and supply; good connectivity and local economic factors contribute to stability.,0.34,Positive,Kurla,Jan-Mar,2030.0,12771.29168,20764.58435,16767.96,Moderate
3469,Kurla,Balanced demand and supply; good connectivity and local economic factors contribute to stability.,0.34,Positive,Kurla,Apr-Jun,2030.0,12570.07938,20437.43734,16503.78,Moderate
3470,Kurla,Balanced demand and supply; good connectivity and local economic factors contribute to stability.,0.34,Positive,Kurla,Jul-Sep,2030.0,12720.96195,20682.75425,16701.88,Moderate
3471,Kurla,Balanced demand and supply; good connectivity and local economic factors contribute to stability.,0.34,Positive,Kurla,Oct-Dec,2030.0,12772.47223,20766.50379,16769.51,Moderate
3472,Kurla East,Similar to Kurla; stable demand due to accessibility and local services.,0.1779,Positive,Kurla East,Jan-Mar,2024.0,12740.84769,20400.11339,16570.46,Moderate
3473,Kurla East,Similar to Kurla; stable demand due to accessibility and local services.,0.1779,Positive,Kurla East,Apr-Jun,2024.0,12319.41183,19725.32789,16022.35,Moderate
3474,Kurla East,Similar to Kurla; stable demand due to accessibility and local services.,0.1779,Positive,Kurla East,Jul-Sep,2024.0,12738.58716,20396.49392,16567.52,Moderate
3475,Kurla East,Similar to Kurla; stable demand due to accessibility and local services.,0.1779,Positive,Kurla East,Oct-Dec,2024.0,12819.98946,20526.83188,16673.39,Moderate
3476,Kurla East,Similar to Kurla; stable demand due to accessibility and local services.,0.1779,Positive,Kurla East,Jan-Mar,2025.0,13673.44109,21893.343,17783.37,Moderate
3477,Kurla East,Similar to Kurla; stable demand due to accessibility and local services.,0.1779,Positive,Kurla East,Apr-Jun,2025.0,14215.73095,22761.63489,18488.66,Moderate
3478,Kurla East,Similar to Kurla; stable demand due to accessibility and local services.,0.1779,Positive,Kurla East,Jul-Sep,2025.0,12357.81144,19786.81174,16072.29167,Moderate
3479,Kurla East,Similar to Kurla; stable demand due to accessibility and local services.,0.1779,Positive,Kurla East,Oct-Dec,2025.0,11454.69341,18340.77686,14897.71667,Moderate
3480,Kurla East,Similar to Kurla; stable demand due to accessibility and local services.,0.1779,Positive,Kurla East,Jan-Mar,2026.0,11613.93293,18595.74452,15104.82,Moderate
3481,Kurla East,Similar to Kurla; stable demand due to accessibility and local services.,0.1779,Positive,Kurla East,Apr-Jun,2026.0,11883.85148,19027.92684,15455.87,Moderate
3482,Kurla East,Similar to Kurla; stable demand due to accessibility and local services.,0.1779,Positive,Kurla East,Jul-Sep,2026.0,12035.25345,19270.34536,15652.78,Moderate
3483,Kurla East,Similar to Kurla; stable demand due to accessibility and local services.,0.1779,Positive,Kurla East,Oct-Dec,2026.0,11944.86284,19125.61568,15535.22,Moderate
3484,Kurla East,Similar to Kurla; stable demand due to accessibility and local services.,0.1779,Positive,Kurla East,Jan-Mar,2027.0,11707.32221,18745.27554,15226.28,Moderate
3485,Kurla East,Similar to Kurla; stable demand due to accessibility and local services.,0.1779,Positive,Kurla East,Apr-Jun,2027.0,11806.309,18903.76907,15355.02,Moderate
3486,Kurla East,Similar to Kurla; stable demand due to accessibility and local services.,0.1779,Positive,Kurla East,Jul-Sep,2027.0,11651.46241,18655.83516,15153.63,Moderate
3487,Kurla East,Similar to Kurla; stable demand due to accessibility and local services.,0.1779,Positive,Kurla East,Oct-Dec,2027.0,11821.35617,18927.86195,15374.59,Moderate
3488,Kurla East,Similar to Kurla; stable demand due to accessibility and local services.,0.1779,Positive,Kurla East,Jan-Mar,2028.0,12167.27942,19481.73982,15824.49,Moderate
3489,Kurla East,Similar to Kurla; stable demand due to accessibility and local services.,0.1779,Positive,Kurla East,Apr-Jun,2028.0,12160.82844,19471.41078,15816.1,Moderate
3490,Kurla East,Similar to Kurla; stable demand due to accessibility and local services.,0.1779,Positive,Kurla East,Jul-Sep,2028.0,11881.46792,19024.11039,15452.77,Moderate
3491,Kurla East,Similar to Kurla; stable demand due to accessibility and local services.,0.1779,Positive,Kurla East,Oct-Dec,2028.0,12012.18678,19233.41196,15622.78,Moderate
3492,Kurla East,Similar to Kurla; stable demand due to accessibility and local services.,0.1779,Positive,Kurla East,Jan-Mar,2029.0,12411.65547,19873.02455,16142.32,Moderate
3493,Kurla East,Similar to Kurla; stable demand due to accessibility and local services.,0.1779,Positive,Kurla East,Apr-Jun,2029.0,12550.08628,20094.67419,16322.36,Moderate
3494,Kurla East,Similar to Kurla; stable demand due to accessibility and local services.,0.1779,Positive,Kurla East,Jul-Sep,2029.0,12870.48241,20607.67909,16739.06,Moderate
3495,Kurla East,Similar to Kurla; stable demand due to accessibility and local services.,0.1779,Positive,Kurla East,Oct-Dec,2029.0,12876.24908,20616.91244,16746.56,Moderate
3496,Kurla East,Similar to Kurla; stable demand due to accessibility and local services.,0.1779,Positive,Kurla East,Jan-Mar,2030.0,12740.84769,20400.11339,16570.46,Moderate
3497,Kurla East,Similar to Kurla; stable demand due to accessibility and local services.,0.1779,Positive,Kurla East,Apr-Jun,2030.0,12319.41183,19725.32789,16022.35,Moderate
3498,Kurla East,Similar to Kurla; stable demand due to accessibility and local services.,0.1779,Positive,Kurla East,Jul-Sep,2030.0,12738.58716,20396.49392,16567.52,Moderate
3499,Kurla East,Similar to Kurla; stable demand due to accessibility and local services.,0.1779,Positive,Kurla East,Oct-Dec,2030.0,12819.98946,20526.83188,16673.39,Moderate
3500,Kurla West,Balanced market; offers a mix of residential options and good connectivity.,0.4404,Positive,Kurla West,Jan-Mar,2024.0,12968.81241,21212.41194,17090.55,Moderate
3501,Kurla West,Balanced market; offers a mix of residential options and good connectivity.,0.4404,Positive,Kurla West,Apr-Jun,2024.0,12832.944,20990.17904,16911.5,Moderate
3502,Kurla West,Balanced market; offers a mix of residential options and good connectivity.,0.4404,Positive,Kurla West,Jul-Sep,2024.0,13072.6567,21382.26464,17227.398,Moderate
3503,Kurla West,Balanced market; offers a mix of residential options and good connectivity.,0.4404,Positive,Kurla West,Oct-Dec,2024.0,13003.52886,21269.19582,17136.3,Moderate
