,Locality,Economic  Factor,Sentiment Score,Sentiment,Year,Quarter Period,Average Price,max_price,min_price,Risk
3380,Marunji,Quiet but rapidly developing residential area offering long-term growth potential.,0.5267,Positive,2029,Jan-Mar,5404.46,6512.988754,4295.603538,Low
3381,Marunji,Quiet but rapidly developing residential area offering long-term growth potential.,0.5267,Positive,2029,Apr-Jun,5579.71,6724.184928,4434.896737,Low
3382,Marunji,Quiet but rapidly developing residential area offering long-term growth potential.,0.5267,Positive,2029,Jul-Sep,5622.15,6775.329954,4468.629138,Low
3383,Marunji,Quiet but rapidly developing residential area offering long-term growth potential.,0.5267,Positive,2029,Oct-Dec,5896.89,7106.42289,4686.999542,Low
3384,Marunji,Quiet but rapidly developing residential area offering long-term growth potential.,0.5267,Positive,2030,Jan-Mar,6277.8,7565.462747,4989.756588,Low
3385,Marunji,Quiet but rapidly developing residential area offering long-term growth potential.,0.5267,Positive,2030,Apr-Jun,6501.31,7834.817709,5167.408074,Low
3386,Marunji,Quiet but rapidly developing residential area offering long-term growth potential.,0.5267,Positive,2030,Jul-Sep,6603.514,7957.985148,5248.642436,Low
3387,Marunji,Quiet but rapidly developing residential area offering long-term growth potential.,0.5267,Positive,2030,Oct-Dec,6587.408667,7938.576391,5235.841504,Low
3388,Marunji Road,"Increasing demand for affordable housing, expected to rise with infrastructure development.",-0.128,Negative,2024,Jan-Mar,6684.52,7905.724448,5458.949697,Moderate
3389,Marunji Road,"Increasing demand for affordable housing, expected to rise with infrastructure development.",-0.128,Negative,2024,Apr-Jun,6785.23,8024.833301,5541.195068,Moderate
3390,Marunji Road,"Increasing demand for affordable housing, expected to rise with infrastructure development.",-0.128,Negative,2024,Jul-Sep,6614.254,7822.621453,5401.566586,Moderate
3391,Marunji Road,"Increasing demand for affordable housing, expected to rise with infrastructure development.",-0.128,Negative,2024,Oct-Dec,7090.21,8385.53053,5790.258647,Moderate
3392,Marunji Road,"Increasing demand for affordable housing, expected to rise with infrastructure development.",-0.128,Negative,2025,Jan-Mar,7168.19,8477.756807,5853.94144,Moderate
3393,Marunji Road,"Increasing demand for affordable housing, expected to rise with infrastructure development.",-0.128,Negative,2025,Apr-Jun,7257.68,8583.595862,5927.023936,Moderate
3394,Marunji Road,"Increasing demand for affordable housing, expected to rise with infrastructure development.",-0.128,Negative,2025,Jul-Sep,5859.032,6929.426874,4784.810422,Moderate
3395,Marunji Road,"Increasing demand for affordable housing, expected to rise with infrastructure development.",-0.128,Negative,2025,Oct-Dec,7217.924667,8536.577571,5894.557526,Moderate
3396,Marunji Road,"Increasing demand for affordable housing, expected to rise with infrastructure development.",-0.128,Negative,2026,Jan-Mar,4363.19,5160.307375,3563.222899,Moderate
3397,Marunji Road,"Increasing demand for affordable housing, expected to rise with infrastructure development.",-0.128,Negative,2026,Apr-Jun,4462.26,5277.476614,3644.128954,Moderate
3398,Marunji Road,"Increasing demand for affordable housing, expected to rise with infrastructure development.",-0.128,Negative,2026,Jul-Sep,4593.39,5432.56294,3751.216984,Moderate
3399,Marunji Road,"Increasing demand for affordable housing, expected to rise with infrastructure development.",-0.128,Negative,2026,Oct-Dec,4695.78,5553.658714,3834.834335,Moderate
3400,Marunji Road,"Increasing demand for affordable housing, expected to rise with infrastructure development.",-0.128,Negative,2027,Jan-Mar,4931.67,5832.643793,4027.47519,Moderate
3401,Marunji Road,"Increasing demand for affordable housing, expected to rise with infrastructure development.",-0.128,Negative,2027,Apr-Jun,5016.81,5933.338141,4097.005235,Moderate
3402,Marunji Road,"Increasing demand for affordable housing, expected to rise with infrastructure development.",-0.128,Negative,2027,Jul-Sep,5149.06,6089.749081,4205.007918,Moderate
3403,Marunji Road,"Increasing demand for affordable housing, expected to rise with infrastructure development.",-0.128,Negative,2027,Oct-Dec,5225.0,6179.562667,4267.024733,Moderate
3404,Marunji Road,"Increasing demand for affordable housing, expected to rise with infrastructure development.",-0.128,Negative,2028,Jan-Mar,5508.34,6514.666454,4498.415889,Moderate
3405,Marunji Road,"Increasing demand for affordable housing, expected to rise with infrastructure development.",-0.128,Negative,2028,Apr-Jun,5600.75,6623.958968,4573.883019,Moderate
3406,Marunji Road,"Increasing demand for affordable housing, expected to rise with infrastructure development.",-0.128,Negative,2028,Jul-Sep,5742.548,6791.662246,4689.683129,Moderate
3407,Marunji Road,"Increasing demand for affordable housing, expected to rise with infrastructure development.",-0.128,Negative,2028,Oct-Dec,6172.188,7299.793788,5040.550977,Moderate
3408,Marunji Road,"Increasing demand for affordable housing, expected to rise with infrastructure development.",-0.128,Negative,2029,Jan-Mar,6025.37,7126.153399,4920.651257,Moderate
3409,Marunji Road,"Increasing demand for affordable housing, expected to rise with infrastructure development.",-0.128,Negative,2029,Apr-Jun,6159.32,7284.574915,5030.042254,Moderate
3410,Marunji Road,"Increasing demand for affordable housing, expected to rise with infrastructure development.",-0.128,Negative,2029,Jul-Sep,6141.82,7263.877815,5015.750784,Moderate
3411,Marunji Road,"Increasing demand for affordable housing, expected to rise with infrastructure development.",-0.128,Negative,2029,Oct-Dec,6497.22,7684.206345,5305.990131,Moderate
3412,Marunji Road,"Increasing demand for affordable housing, expected to rise with infrastructure development.",-0.128,Negative,2030,Jan-Mar,6684.52,7905.724448,5458.949697,Moderate
3413,Marunji Road,"Increasing demand for affordable housing, expected to rise with infrastructure development.",-0.128,Negative,2030,Apr-Jun,6785.23,8024.833301,5541.195068,Moderate
3414,Marunji Road,"Increasing demand for affordable housing, expected to rise with infrastructure development.",-0.128,Negative,2030,Jul-Sep,6614.254,7822.621453,5401.566586,Moderate
3415,Marunji Road,"Increasing demand for affordable housing, expected to rise with infrastructure development.",-0.128,Negative,2030,Oct-Dec,7090.21,8385.53053,5790.258647,Moderate
3416,Mayur Colony Kothrud,"Residential demand growing, though slower than prime areas due to its suburban nature.",0.0516,Neutral,2024,Jan-Mar,14203.89,17132.53482,11823.54015,Moderate
3417,Mayur Colony Kothrud,"Residential demand growing, though slower than prime areas due to its suburban nature.",0.0516,Neutral,2024,Apr-Jun,14310.81333,17261.50426,11912.5448,Moderate
3418,Mayur Colony Kothrud,"Residential demand growing, though slower than prime areas due to its suburban nature.",0.0516,Neutral,2024,Jul-Sep,14171.233,17093.14441,11796.35595,Moderate
3419,Mayur Colony Kothrud,"Residential demand growing, though slower than prime areas due to its suburban nature.",0.0516,Neutral,2024,Oct-Dec,13927.38326,16799.01624,11593.37161,Moderate
3420,Mayur Colony Kothrud,"Residential demand growing, though slower than prime areas due to its suburban nature.",0.0516,Neutral,2025,Jan-Mar,14526.824,17522.05333,12092.35546,Moderate
3421,Mayur Colony Kothrud,"Residential demand growing, though slower than prime areas due to its suburban nature.",0.0516,Neutral,2025,Apr-Jun,14685.59733,17713.56352,12224.52086,Moderate
3422,Mayur Colony Kothrud,"Residential demand growing, though slower than prime areas due to its suburban nature.",0.0516,Neutral,2025,Jul-Sep,13279.83667,16017.95453,11054.3437,Moderate
3423,Mayur Colony Kothrud,"Residential demand growing, though slower than prime areas due to its suburban nature.",0.0516,Neutral,2025,Oct-Dec,13382.74793,16142.08466,11140.00865,Moderate
3424,Mayur Colony Kothrud,"Residential demand growing, though slower than prime areas due to its suburban nature.",0.0516,Neutral,2026,Jan-Mar,11133.44,13429.00068,9267.649553,Moderate
3425,Mayur Colony Kothrud,"Residential demand growing, though slower than prime areas due to its suburban nature.",0.0516,Neutral,2026,Apr-Jun,11330.95,13667.2345,9432.059966,Moderate
3426,Mayur Colony Kothrud,"Residential demand growing, though slower than prime areas due to its suburban nature.",0.0516,Neutral,2026,Jul-Sep,11418.95,13773.37888,9505.312542,Moderate
3427,Mayur Colony Kothrud,"Residential demand growing, though slower than prime areas due to its suburban nature.",0.0516,Neutral,2026,Oct-Dec,11753.95,14177.45123,9784.17178,Moderate
3428,Mayur Colony Kothrud,"Residential demand growing, though slower than prime areas due to its suburban nature.",0.0516,Neutral,2027,Jan-Mar,12099.98,14594.82781,10072.21256,Moderate
3429,Mayur Colony Kothrud,"Residential demand growing, though slower than prime areas due to its suburban nature.",0.0516,Neutral,2027,Apr-Jun,12164.99,14673.24197,10126.3279,Moderate
3430,Mayur Colony Kothrud,"Residential demand growing, though slower than prime areas due to its suburban nature.",0.0516,Neutral,2027,Jul-Sep,12184.17,14696.37661,10142.29364,Moderate
3431,Mayur Colony Kothrud,"Residential demand growing, though slower than prime areas due to its suburban nature.",0.0516,Neutral,2027,Oct-Dec,12216.49,14735.36055,10169.19731,Moderate
3432,Mayur Colony Kothrud,"Residential demand growing, though slower than prime areas due to its suburban nature.",0.0516,Neutral,2028,Jan-Mar,12874.59,15529.15163,10717.01004,Moderate
3433,Mayur Colony Kothrud,"Residential demand growing, though slower than prime areas due to its suburban nature.",0.0516,Neutral,2028,Apr-Jun,13174.22333,15890.56519,10966.42951,Moderate
3434,Mayur Colony Kothrud,"Residential demand growing, though slower than prime areas due to its suburban nature.",0.0516,Neutral,2028,Jul-Sep,13297.66333,16039.45681,11069.1829,Moderate
3435,Mayur Colony Kothrud,"Residential demand growing, though slower than prime areas due to its suburban nature.",0.0516,Neutral,2028,Oct-Dec,13297.675,16039.47088,11069.19261,Moderate
3436,Mayur Colony Kothrud,"Residential demand growing, though slower than prime areas due to its suburban nature.",0.0516,Neutral,2029,Jan-Mar,13357.99,16112.22199,11119.39976,Moderate
3437,Mayur Colony Kothrud,"Residential demand growing, though slower than prime areas due to its suburban nature.",0.0516,Neutral,2029,Apr-Jun,13404.09,16167.82717,11157.77412,Moderate
3438,Mayur Colony Kothrud,"Residential demand growing, though slower than prime areas due to its suburban nature.",0.0516,Neutral,2029,Jul-Sep,13482.835,16262.8083,11223.32269,Moderate
3439,Mayur Colony Kothrud,"Residential demand growing, though slower than prime areas due to its suburban nature.",0.0516,Neutral,2029,Oct-Dec,13550.94417,16344.96063,11280.01782,Moderate
3440,Mayur Colony Kothrud,"Residential demand growing, though slower than prime areas due to its suburban nature.",0.0516,Neutral,2030,Jan-Mar,14203.89,17132.53482,11823.54015,Moderate
3441,Mayur Colony Kothrud,"Residential demand growing, though slower than prime areas due to its suburban nature.",0.0516,Neutral,2030,Apr-Jun,14310.81333,17261.50426,11912.5448,Moderate
3442,Mayur Colony Kothrud,"Residential demand growing, though slower than prime areas due to its suburban nature.",0.0516,Neutral,2030,Jul-Sep,14171.233,17093.14441,11796.35595,Moderate
3443,Mayur Colony Kothrud,"Residential demand growing, though slower than prime areas due to its suburban nature.",0.0516,Neutral,2030,Oct-Dec,13927.38326,16799.01624,11593.37161,Moderate
3444,MG Road,"Central area with high demand for both commercial and residential real estate, making it a low-risk investment zone.",-0.128,Negative,2024,Jan-Mar,8786.34,11053.28198,7227.962589,Moderate
3445,MG Road,"Central area with high demand for both commercial and residential real estate, making it a low-risk investment zone.",-0.128,Negative,2024,Apr-Jun,8884.84,11177.19572,7308.992268,Moderate
3446,MG Road,"Central area with high demand for both commercial and residential real estate, making it a low-risk investment zone.",-0.128,Negative,2024,Jul-Sep,8612.72,10834.86671,7085.136467,Moderate
3447,MG Road,"Central area with high demand for both commercial and residential real estate, making it a low-risk investment zone.",-0.128,Negative,2024,Oct-Dec,8292.875,10432.49929,6822.020347,Moderate
3448,MG Road,"Central area with high demand for both commercial and residential real estate, making it a low-risk investment zone.",-0.128,Negative,2025,Jan-Mar,8877.41,11167.84872,7302.88008,Moderate
3449,MG Road,"Central area with high demand for both commercial and residential real estate, making it a low-risk investment zone.",-0.128,Negative,2025,Apr-Jun,9012.19,11337.40298,7413.755006,Moderate
3450,MG Road,"Central area with high demand for both commercial and residential real estate, making it a low-risk investment zone.",-0.128,Negative,2025,Jul-Sep,7464.663,9390.602344,6140.703057,Moderate
3451,MG Road,"Central area with high demand for both commercial and residential real estate, making it a low-risk investment zone.",-0.128,Negative,2025,Oct-Dec,7573.656,9527.71636,6230.36466,Moderate
3452,MG Road,"Central area with high demand for both commercial and residential real estate, making it a low-risk investment zone.",-0.128,Negative,2026,Jan-Mar,5570.25,7007.416504,4582.290079,Moderate
3453,MG Road,"Central area with high demand for both commercial and residential real estate, making it a low-risk investment zone.",-0.128,Negative,2026,Apr-Jun,5616.79,7065.964175,4620.575574,Moderate
3454,MG Road,"Central area with high demand for both commercial and residential real estate, making it a low-risk investment zone.",-0.128,Negative,2026,Jul-Sep,5765.67,7253.256338,4743.049672,Moderate
3455,MG Road,"Central area with high demand for both commercial and residential real estate, making it a low-risk investment zone.",-0.128,Negative,2026,Oct-Dec,5785.5,7278.202628,4759.362551,Moderate
3456,MG Road,"Central area with high demand for both commercial and residential real estate, making it a low-risk investment zone.",-0.128,Negative,2027,Jan-Mar,6077.5,7645.54083,4999.572363,Moderate
3457,MG Road,"Central area with high demand for both commercial and residential real estate, making it a low-risk investment zone.",-0.128,Negative,2027,Apr-Jun,6039.25,7597.422041,4968.106523,Moderate
3458,MG Road,"Central area with high demand for both commercial and residential real estate, making it a low-risk investment zone.",-0.128,Negative,2027,Jul-Sep,6254.54,7868.258485,5145.2119,Moderate
3459,MG Road,"Central area with high demand for both commercial and residential real estate, making it a low-risk investment zone.",-0.128,Negative,2027,Oct-Dec,6310.91,7939.17237,5191.583911,Moderate
3460,MG Road,"Central area with high demand for both commercial and residential real estate, making it a low-risk investment zone.",-0.128,Negative,2028,Jan-Mar,6656.33,8373.713334,5475.738956,Moderate
3461,MG Road,"Central area with high demand for both commercial and residential real estate, making it a low-risk investment zone.",-0.128,Negative,2028,Apr-Jun,6685.63,8410.572955,5499.842201,Moderate
3462,MG Road,"Central area with high demand for both commercial and residential real estate, making it a low-risk investment zone.",-0.128,Negative,2028,Jul-Sep,6786.83,8537.883319,5583.092998,Moderate
3463,MG Road,"Central area with high demand for both commercial and residential real estate, making it a low-risk investment zone.",-0.128,Negative,2028,Oct-Dec,7105.46,8938.722261,5845.209616,Moderate
3464,MG Road,"Central area with high demand for both commercial and residential real estate, making it a low-risk investment zone.",-0.128,Negative,2029,Jan-Mar,7599.09,9559.712524,6251.287593,Moderate
3465,MG Road,"Central area with high demand for both commercial and residential real estate, making it a low-risk investment zone.",-0.128,Negative,2029,Apr-Jun,7716.75,9707.729691,6348.078985,Moderate
3466,MG Road,"Central area with high demand for both commercial and residential real estate, making it a low-risk investment zone.",-0.128,Negative,2029,Jul-Sep,7853.6,9879.888023,6460.656768,Moderate
3467,MG Road,"Central area with high demand for both commercial and residential real estate, making it a low-risk investment zone.",-0.128,Negative,2029,Oct-Dec,8032.45,10104.88267,6607.785278,Moderate
3468,MG Road,"Central area with high demand for both commercial and residential real estate, making it a low-risk investment zone.",-0.128,Negative,2030,Jan-Mar,8786.34,11053.28198,7227.962589,Moderate
3469,MG Road,"Central area with high demand for both commercial and residential real estate, making it a low-risk investment zone.",-0.128,Negative,2030,Apr-Jun,8884.84,11177.19572,7308.992268,Moderate
3470,MG Road,"Central area with high demand for both commercial and residential real estate, making it a low-risk investment zone.",-0.128,Negative,2030,Jul-Sep,8612.72,10834.86671,7085.136467,Moderate
3471,MG Road,"Central area with high demand for both commercial and residential real estate, making it a low-risk investment zone.",-0.128,Negative,2030,Oct-Dec,8292.875,10432.49929,6822.020347,Moderate
3472,Model Colony,"Established residential area with good infrastructure, ensuring stable demand and low risk for investors.",0.3612,Positive,2024,Jan-Mar,15718.03,18823.73514,12612.36618,Low
3473,Model Colony,"Established residential area with good infrastructure, ensuring stable demand and low risk for investors.",0.3612,Positive,2024,Apr-Jun,15953.65,19105.91099,12801.43095,Low
3474,Model Colony,"Established residential area with good infrastructure, ensuring stable demand and low risk for investors.",0.3612,Positive,2024,Jul-Sep,15655.0075,18748.26011,12561.79605,Low
3475,Model Colony,"Established residential area with good infrastructure, ensuring stable demand and low risk for investors.",0.3612,Positive,2024,Oct-Dec,14759.5475,17675.86733,11843.26647,Low
3476,Model Colony,"Established residential area with good infrastructure, ensuring stable demand and low risk for investors.",0.3612,Positive,2025,Jan-Mar,16050.555,19221.96332,12879.18887,Low
3477,Model Colony,"Established residential area with good infrastructure, ensuring stable demand and low risk for investors.",0.3612,Positive,2025,Apr-Jun,16172.325,19367.7937,12976.89882,Low
3478,Model Colony,"Established residential area with good infrastructure, ensuring stable demand and low risk for investors.",0.3612,Positive,2025,Jul-Sep,15332.211,18361.68267,12302.77964,Low
3479,Model Colony,"Established residential area with good infrastructure, ensuring stable demand and low risk for investors.",0.3612,Positive,2025,Oct-Dec,14435.51117,17287.80508,11583.25521,Low
3480,Model Colony,"Established residential area with good infrastructure, ensuring stable demand and low risk for investors.",0.3612,Positive,2026,Jan-Mar,13202.16,15810.75765,10593.59705,Low
3481,Model Colony,"Established residential area with good infrastructure, ensuring stable demand and low risk for investors.",0.3612,Positive,2026,Apr-Jun,13032.23,15607.25141,10457.24286,Low
3482,Model Colony,"Established residential area with good infrastructure, ensuring stable demand and low risk for investors.",0.3612,Positive,2026,Jul-Sep,12971.71,15534.77334,10408.68076,Low
3483,Model Colony,"Established residential area with good infrastructure, ensuring stable demand and low risk for investors.",0.3612,Positive,2026,Oct-Dec,13033.86,15609.20348,10458.55079,Low
3484,Model Colony,"Established residential area with good infrastructure, ensuring stable demand and low risk for investors.",0.3612,Positive,2027,Jan-Mar,13395.01,16041.71264,10748.34258,Low
3485,Model Colony,"Established residential area with good infrastructure, ensuring stable demand and low risk for investors.",0.3612,Positive,2027,Apr-Jun,13450.49,16108.15486,10792.8605,Low
3486,Model Colony,"Established residential area with good infrastructure, ensuring stable demand and low risk for investors.",0.3612,Positive,2027,Jul-Sep,13446.24,16103.0651,10789.45025,Low
3487,Model Colony,"Established residential area with good infrastructure, ensuring stable demand and low risk for investors.",0.3612,Positive,2027,Oct-Dec,13596.08,16282.5118,10909.68395,Low
3488,Model Colony,"Established residential area with good infrastructure, ensuring stable demand and low risk for investors.",0.3612,Positive,2028,Jan-Mar,13932.5,16685.40459,11179.63204,Low
3489,Model Colony,"Established residential area with good infrastructure, ensuring stable demand and low risk for investors.",0.3612,Positive,2028,Apr-Jun,14180.27,16982.13114,11378.44614,Low
3490,Model Colony,"Established residential area with good infrastructure, ensuring stable demand and low risk for investors.",0.3612,Positive,2028,Jul-Sep,14194.28,16998.90936,11389.68796,Low
3491,Model Colony,"Established residential area with good infrastructure, ensuring stable demand and low risk for investors.",0.3612,Positive,2028,Oct-Dec,13961.89,16720.60172,11203.21499,Low
3492,Model Colony,"Established residential area with good infrastructure, ensuring stable demand and low risk for investors.",0.3612,Positive,2029,Jan-Mar,14876.61,17816.06006,11937.19905,Low
3493,Model Colony,"Established residential area with good infrastructure, ensuring stable demand and low risk for investors.",0.3612,Positive,2029,Apr-Jun,14925.03,17874.0473,11976.05194,Low
3494,Model Colony,"Established residential area with good infrastructure, ensuring stable demand and low risk for investors.",0.3612,Positive,2029,Jul-Sep,15408.5375,18453.09042,12364.02509,Low
3495,Model Colony,"Established residential area with good infrastructure, ensuring stable demand and low risk for investors.",0.3612,Positive,2029,Oct-Dec,15114.46,18100.90653,12128.05321,Low
3496,Model Colony,"Established residential area with good infrastructure, ensuring stable demand and low risk for investors.",0.3612,Positive,2030,Jan-Mar,15718.03,18823.73514,12612.36618,Low
3497,Model Colony,"Established residential area with good infrastructure, ensuring stable demand and low risk for investors.",0.3612,Positive,2030,Apr-Jun,15953.65,19105.91099,12801.43095,Low
3498,Model Colony,"Established residential area with good infrastructure, ensuring stable demand and low risk for investors.",0.3612,Positive,2030,Jul-Sep,15655.0075,18748.26011,12561.79605,Low
3499,Model Colony,"Established residential area with good infrastructure, ensuring stable demand and low risk for investors.",0.3612,Positive,2030,Oct-Dec,14759.5475,17675.86733,11843.26647,Low
3500,Mohamadwadi Settlement,"Residential demand growing but relatively underdeveloped in terms of commercial infrastructure, leading to moderate risk.",-0.3716,Negative,2024,Jan-Mar,7899.83,9510.005864,6145.365756,Low
3501,Mohamadwadi Settlement,"Residential demand growing but relatively underdeveloped in terms of commercial infrastructure, leading to moderate risk.",-0.3716,Negative,2024,Apr-Jun,8017.28,9651.395007,6236.73142,Low
3502,Mohamadwadi Settlement,"Residential demand growing but relatively underdeveloped in terms of commercial infrastructure, leading to moderate risk.",-0.3716,Negative,2024,Jul-Sep,8070.5,9715.462526,6278.131851,Low
3503,Mohamadwadi Settlement,"Residential demand growing but relatively underdeveloped in terms of commercial infrastructure, leading to moderate risk.",-0.3716,Negative,2024,Oct-Dec,7995.19,9624.802532,6219.547363,Low
3504,Mohamadwadi Settlement,"Residential demand growing but relatively underdeveloped in terms of commercial infrastructure, leading to moderate risk.",-0.3716,Negative,2025,Jan-Mar,7762.510833,9344.69774,6038.543647,Low
3505,Mohamadwadi Settlement,"Residential demand growing but relatively underdeveloped in terms of commercial infrastructure, leading to moderate risk.",-0.3716,Negative,2025,Apr-Jun,7876.340833,9481.729039,6127.093272,Low
3506,Mohamadwadi Settlement,"Residential demand growing but relatively underdeveloped in terms of commercial infrastructure, leading to moderate risk.",-0.3716,Negative,2025,Jul-Sep,7810.850833,9402.890598,6076.147871,Low
3507,Mohamadwadi Settlement,"Residential demand growing but relatively underdeveloped in terms of commercial infrastructure, leading to moderate risk.",-0.3716,Negative,2025,Oct-Dec,7463.785167,8985.084578,5806.161623,Low
3508,Mohamadwadi Settlement,"Residential demand growing but relatively underdeveloped in terms of commercial infrastructure, leading to moderate risk.",-0.3716,Negative,2026,Jan-Mar,6550.7,7885.890635,5095.862501,Low
3509,Mohamadwadi Settlement,"Residential demand growing but relatively underdeveloped in terms of commercial infrastructure, leading to moderate risk.",-0.3716,Negative,2026,Apr-Jun,6576.92,7917.454903,5116.259331,Low
3510,Mohamadwadi Settlement,"Residential demand growing but relatively underdeveloped in terms of commercial infrastructure, leading to moderate risk.",-0.3716,Negative,2026,Jul-Sep,6604.69,7950.885099,5137.861923,Low
3511,Mohamadwadi Settlement,"Residential demand growing but relatively underdeveloped in terms of commercial infrastructure, leading to moderate risk.",-0.3716,Negative,2026,Oct-Dec,6670.12,8029.651311,5188.760649,Low
3512,Mohamadwadi Settlement,"Residential demand growing but relatively underdeveloped in terms of commercial infrastructure, leading to moderate risk.",-0.3716,Negative,2027,Jan-Mar,6734.33,8106.948857,5238.710323,Low
3513,Mohamadwadi Settlement,"Residential demand growing but relatively underdeveloped in terms of commercial infrastructure, leading to moderate risk.",-0.3716,Negative,2027,Apr-Jun,6784.49,8167.332675,5277.730346,Low
3514,Mohamadwadi Settlement,"Residential demand growing but relatively underdeveloped in terms of commercial infrastructure, leading to moderate risk.",-0.3716,Negative,2027,Jul-Sep,6798.43,8184.113983,5288.574427,Low
3515,Mohamadwadi Settlement,"Residential demand growing but relatively underdeveloped in terms of commercial infrastructure, leading to moderate risk.",-0.3716,Negative,2027,Oct-Dec,6922.37,8333.315944,5384.988734,Low
3516,Mohamadwadi Settlement,"Residential demand growing but relatively underdeveloped in terms of commercial infrastructure, leading to moderate risk.",-0.3716,Negative,2028,Jan-Mar,7038.43,8473.031771,5475.273101,Low
3517,Mohamadwadi Settlement,"Residential demand growing but relatively underdeveloped in terms of commercial infrastructure, leading to moderate risk.",-0.3716,Negative,2028,Apr-Jun,7113.04,8562.849088,5533.313051,Low
3518,Mohamadwadi Settlement,"Residential demand growing but relatively underdeveloped in terms of commercial infrastructure, leading to moderate risk.",-0.3716,Negative,2028,Jul-Sep,7153.99,8612.145686,5565.168512,Low
3519,Mohamadwadi Settlement,"Residential demand growing but relatively underdeveloped in terms of commercial infrastructure, leading to moderate risk.",-0.3716,Negative,2028,Oct-Dec,7215.096667,8685.707365,5612.704069,Low
3520,Mohamadwadi Settlement,"Residential demand growing but relatively underdeveloped in terms of commercial infrastructure, leading to moderate risk.",-0.3716,Negative,2029,Jan-Mar,7514.22,9045.799247,5845.395442,Low
3521,Mohamadwadi Settlement,"Residential demand growing but relatively underdeveloped in terms of commercial infrastructure, leading to moderate risk.",-0.3716,Negative,2029,Apr-Jun,7568.72,9111.407661,5887.791599,Low
3522,Mohamadwadi Settlement,"Residential demand growing but relatively underdeveloped in terms of commercial infrastructure, leading to moderate risk.",-0.3716,Negative,2029,Jul-Sep,7684.5,9250.786417,5977.858151,Low
3523,Mohamadwadi Settlement,"Residential demand growing but relatively underdeveloped in terms of commercial infrastructure, leading to moderate risk.",-0.3716,Negative,2029,Oct-Dec,7794.520833,9383.23215,6063.444583,Low
3524,Mohamadwadi Settlement,"Residential demand growing but relatively underdeveloped in terms of commercial infrastructure, leading to moderate risk.",-0.3716,Negative,2030,Jan-Mar,7899.83,9510.005864,6145.365756,Low
3525,Mohamadwadi Settlement,"Residential demand growing but relatively underdeveloped in terms of commercial infrastructure, leading to moderate risk.",-0.3716,Negative,2030,Apr-Jun,8017.28,9651.395007,6236.73142,Low
3526,Mohamadwadi Settlement,"Residential demand growing but relatively underdeveloped in terms of commercial infrastructure, leading to moderate risk.",-0.3716,Negative,2030,Jul-Sep,8070.5,9715.462526,6278.131851,Low
3527,Mohamadwadi Settlement,"Residential demand growing but relatively underdeveloped in terms of commercial infrastructure, leading to moderate risk.",-0.3716,Negative,2030,Oct-Dec,7995.19,9624.802532,6219.547363,Low
3528,Mohammed Wadi,"Transitioning from rural to urban, offering growth potential but still in the early stages of development.",0.2023,Positive,2024,Jan-Mar,6051.43,7381.641093,4721.371853,Moderate
3529,Mohammed Wadi,"Transitioning from rural to urban, offering growth potential but still in the early stages of development.",0.2023,Positive,2024,Apr-Jun,6152.99,7505.525773,4800.60974,Moderate
3530,Mohammed Wadi,"Transitioning from rural to urban, offering growth potential but still in the early stages of development.",0.2023,Positive,2024,Jul-Sep,6123.32,7469.333784,4777.460979,Moderate
3531,Mohammed Wadi,"Transitioning from rural to urban, offering growth potential but still in the early stages of development.",0.2023,Positive,2024,Oct-Dec,6132.325,7480.318242,4784.486749,Moderate
3532,Mohammed Wadi,"Transitioning from rural to urban, offering growth potential but still in the early stages of development.",0.2023,Positive,2025,Jan-Mar,6605.5725,8057.593893,5153.718059,Moderate
3533,Mohammed Wadi,"Transitioning from rural to urban, offering growth potential but still in the early stages of development.",0.2023,Positive,2025,Apr-Jun,6684.425833,8153.78058,5215.240031,Moderate
3534,Mohammed Wadi,"Transitioning from rural to urban, offering growth potential but still in the early stages of development.",0.2023,Positive,2025,Jul-Sep,6514.376833,7946.35181,5082.566504,Moderate
3535,Mohammed Wadi,"Transitioning from rural to urban, offering growth potential but still in the early stages of development.",0.2023,Positive,2025,Oct-Dec,6461.57,7881.937102,5041.36621,Moderate
3536,Mohammed Wadi,"Transitioning from rural to urban, offering growth potential but still in the early stages of development.",0.2023,Positive,2026,Jan-Mar,5979.91,7294.399735,4665.571403,Moderate
3537,Mohammed Wadi,"Transitioning from rural to urban, offering growth potential but still in the early stages of development.",0.2023,Positive,2026,Apr-Jun,5819.83,7099.131327,4540.675766,Moderate
3538,Mohammed Wadi,"Transitioning from rural to urban, offering growth potential but still in the early stages of development.",0.2023,Positive,2026,Jul-Sep,5818.43,7097.423582,4539.583475,Moderate
3539,Mohammed Wadi,"Transitioning from rural to urban, offering growth potential but still in the early stages of development.",0.2023,Positive,2026,Oct-Dec,5910.95,7210.281111,4611.768285,Moderate
3540,Mohammed Wadi,"Transitioning from rural to urban, offering growth potential but still in the early stages of development.",0.2023,Positive,2027,Jan-Mar,5932.98,7237.153693,4628.956259,Moderate
3541,Mohammed Wadi,"Transitioning from rural to urban, offering growth potential but still in the early stages of development.",0.2023,Positive,2027,Apr-Jun,5798.12,7072.649086,4523.737458,Moderate
3542,Mohammed Wadi,"Transitioning from rural to urban, offering growth potential but still in the early stages of development.",0.2023,Positive,2027,Jul-Sep,5809.7,7086.774574,4532.772263,Moderate
3543,Mohammed Wadi,"Transitioning from rural to urban, offering growth potential but still in the early stages of development.",0.2023,Positive,2027,Oct-Dec,6093.81,7433.336965,4754.437052,Moderate
