,location,Year,Quarter Period,Average Price,max_price,min_price,Locality,Economic  Factor,Sentiment Score,Sentiment,Risk
2858,Lalbagh Main Road,2024,Jul-Sep,13665.993333333354,16391.420009684283,10484.20123431796,Lalbagh Main Road,"Prime locality with strong demand, central location, and excellent infrastructure.",0.7579,Positive,Moderate
2859,Lalbagh Main Road,2024,Oct-Dec,12045.899999999983,14448.229373348788,9241.306985012705,Lalbagh Main Road,"Prime locality with strong demand, central location, and excellent infrastructure.",0.7579,Positive,Moderate
2860,Lalbagh Main Road,2025,Jan-Mar,14646.760000000022,17567.782237640247,11236.620385011083,Lalbagh Main Road,"Prime locality with strong demand, central location, and excellent infrastructure.",0.7579,Positive,Moderate
2861,Lalbagh Main Road,2025,Apr-Jun,15341.210000000015,18400.72729681573,11769.384697826405,Lalbagh Main Road,"Prime locality with strong demand, central location, and excellent infrastructure.",0.7579,Positive,Moderate
2862,Lalbagh Main Road,2025,Jul-Sep,14867.535833333352,17832.587680163615,11405.993968612587,Lalbagh Main Road,"Prime locality with strong demand, central location, and excellent infrastructure.",0.7579,Positive,Moderate
2863,Lalbagh Main Road,2025,Oct-Dec,8307.850000000011,9964.695240652509,6373.570445997227,Lalbagh Main Road,"Prime locality with strong demand, central location, and excellent infrastructure.",0.7579,Positive,Moderate
2864,Lalbagh Main Road,2026,Jan-Mar,9624.130000000006,11543.482658740944,7383.386861394373,Lalbagh Main Road,"Prime locality with strong demand, central location, and excellent infrastructure.",0.7579,Positive,Moderate
2865,Lalbagh Main Road,2026,Apr-Jun,9763.990000000013,11711.23511892712,7490.683883196309,Lalbagh Main Road,"Prime locality with strong demand, central location, and excellent infrastructure.",0.7579,Positive,Moderate
2866,Lalbagh Main Road,2026,Jul-Sep,9897.759999999997,11871.683042558614,7593.308812457301,Lalbagh Main Road,"Prime locality with strong demand, central location, and excellent infrastructure.",0.7579,Positive,Moderate
2867,Lalbagh Main Road,2026,Oct-Dec,10147.14,12170.797217599564,7784.626782548578,Lalbagh Main Road,"Prime locality with strong demand, central location, and excellent infrastructure.",0.7579,Positive,Moderate
2868,Lalbagh Main Road,2027,Jan-Mar,10670.78000000001,12798.867418170756,8186.350023620823,Lalbagh Main Road,"Prime locality with strong demand, central location, and excellent infrastructure.",0.7579,Positive,Moderate
2869,Lalbagh Main Road,2027,Apr-Jun,10771.030000000015,12919.110404969442,8263.25926454492,Lalbagh Main Road,"Prime locality with strong demand, central location, and excellent infrastructure.",0.7579,Positive,Moderate
2870,Lalbagh Main Road,2027,Jul-Sep,10940.929999999997,13122.893781100049,8393.602207517506,Lalbagh Main Road,"Prime locality with strong demand, central location, and excellent infrastructure.",0.7579,Positive,Moderate
2871,Lalbagh Main Road,2027,Oct-Dec,11153.31,13377.628998419794,8556.534722105627,Lalbagh Main Road,"Prime locality with strong demand, central location, and excellent infrastructure.",0.7579,Positive,Moderate
2872,Lalbagh Main Road,2028,Jan-Mar,11322.469999999978,13580.524795395972,8686.309955968147,Lalbagh Main Road,"Prime locality with strong demand, central location, and excellent infrastructure.",0.7579,Positive,Moderate
2873,Lalbagh Main Road,2028,Apr-Jun,11732.229999999983,14072.003760689018,9000.667368048513,Lalbagh Main Road,"Prime locality with strong demand, central location, and excellent infrastructure.",0.7579,Positive,Moderate
2874,Lalbagh Main Road,2028,Jul-Sep,11957.009999999977,14341.6119260018,9173.112846102547,Lalbagh Main Road,"Prime locality with strong demand, central location, and excellent infrastructure.",0.7579,Positive,Moderate
2875,Lalbagh Main Road,2028,Oct-Dec,12149.569999999974,14572.574415158442,9320.839962634647,Lalbagh Main Road,"Prime locality with strong demand, central location, and excellent infrastructure.",0.7579,Positive,Moderate
2876,Lalbagh Main Road,2029,Jan-Mar,11910.13000000002,14285.382587137789,9137.147706805608,Lalbagh Main Road,"Prime locality with strong demand, central location, and excellent infrastructure.",0.7579,Positive,Moderate
2877,Lalbagh Main Road,2029,Apr-Jun,12348.000000000024,14810.577565986056,9473.07039332364,Lalbagh Main Road,"Prime locality with strong demand, central location, and excellent infrastructure.",0.7579,Positive,Moderate
2878,Lalbagh Main Road,2029,Jul-Sep,12938.130000000026,15518.397953013537,9925.803065109523,Lalbagh Main Road,"Prime locality with strong demand, central location, and excellent infrastructure.",0.7579,Positive,Moderate
2879,Lalbagh Main Road,2029,Oct-Dec,13138.330000000013,15758.524097223952,10079.39139461578,Lalbagh Main Road,"Prime locality with strong demand, central location, and excellent infrastructure.",0.7579,Positive,Moderate
2880,Lalbagh Main Road,2030,Jan-Mar,14260.140000000016,17104.058112392304,10940.01539023729,Lalbagh Main Road,"Prime locality with strong demand, central location, and excellent infrastructure.",0.7579,Positive,Moderate
2881,Lalbagh Main Road,2030,Apr-Jun,14582.36000000002,17490.53886257955,11187.214348946132,Lalbagh Main Road,"Prime locality with strong demand, central location, and excellent infrastructure.",0.7579,Positive,Moderate
2882,Lalbagh Main Road,2030,Jul-Sep,13665.993333333354,16391.420009684283,10484.20123431796,Lalbagh Main Road,"Prime locality with strong demand, central location, and excellent infrastructure.",0.7579,Positive,Moderate
2883,Lalbagh Main Road,2030,Oct-Dec,12045.899999999983,14448.229373348788,9241.306985012705,Lalbagh Main Road,"Prime locality with strong demand, central location, and excellent infrastructure.",0.7579,Positive,Moderate
2884,Magadi Main Road,2024,Jan-Mar,11271.22000000002,14068.43470146765,8473.912392504044,Magadi Main Road,"Proximity to developing industrial zones; however, infrastructure still needs improvement.",0.4588,Positive,Moderate
2885,Magadi Main Road,2024,Apr-Jun,11251.98000000002,14044.419849157412,8459.447403405104,Magadi Main Road,"Proximity to developing industrial zones; however, infrastructure still needs improvement.",0.4588,Positive,Moderate
2886,Magadi Main Road,2024,Jul-Sep,9893.334500000006,12348.594951835466,7437.992499723872,Magadi Main Road,"Proximity to developing industrial zones; however, infrastructure still needs improvement.",0.4588,Positive,Moderate
2887,Magadi Main Road,2024,Oct-Dec,10868.500000000004,13565.770391572603,8171.140021925762,Magadi Main Road,"Proximity to developing industrial zones; however, infrastructure still needs improvement.",0.4588,Positive,Moderate
2888,Magadi Main Road,2025,Jan-Mar,11715.529999999992,14623.010534625791,8807.952897002513,Magadi Main Road,"Proximity to developing industrial zones; however, infrastructure still needs improvement.",0.4588,Positive,Moderate
2889,Magadi Main Road,2025,Apr-Jun,11917.640000000014,14875.27881947108,8959.902946211841,Magadi Main Road,"Proximity to developing industrial zones; however, infrastructure still needs improvement.",0.4588,Positive,Moderate
2890,Magadi Main Road,2025,Jul-Sep,10445.3095,13037.55535224842,7852.977549510174,Magadi Main Road,"Proximity to developing industrial zones; however, infrastructure still needs improvement.",0.4588,Positive,Moderate
2891,Magadi Main Road,2025,Oct-Dec,7769.865000000009,9698.137237292758,5841.528717528661,Magadi Main Road,"Proximity to developing industrial zones; however, infrastructure still needs improvement.",0.4588,Positive,Moderate
2892,Magadi Main Road,2026,Jan-Mar,8892.879999999997,11099.854460119435,6685.832237952166,Magadi Main Road,"Proximity to developing industrial zones; however, infrastructure still needs improvement.",0.4588,Positive,Moderate
2893,Magadi Main Road,2026,Apr-Jun,8856.889999999996,11054.932706759477,6658.774287969268,Magadi Main Road,"Proximity to developing industrial zones; however, infrastructure still needs improvement.",0.4588,Positive,Moderate
2894,Magadi Main Road,2026,Jul-Sep,9273.07999999999,11574.409909618062,6971.673654553915,Magadi Main Road,"Proximity to developing industrial zones; however, infrastructure still needs improvement.",0.4588,Positive,Moderate
2895,Magadi Main Road,2026,Oct-Dec,9608.850000000008,11993.509023974097,7224.111772524394,Magadi Main Road,"Proximity to developing industrial zones; however, infrastructure still needs improvement.",0.4588,Positive,Moderate
2896,Magadi Main Road,2027,Jan-Mar,9378.389999999994,11705.855028993925,7050.847667132379,Magadi Main Road,"Proximity to developing industrial zones; however, infrastructure still needs improvement.",0.4588,Positive,Moderate
2897,Magadi Main Road,2027,Apr-Jun,9282.589999999997,11586.28003672152,6978.823449061765,Magadi Main Road,"Proximity to developing industrial zones; however, infrastructure still needs improvement.",0.4588,Positive,Moderate
2898,Magadi Main Road,2027,Jul-Sep,9255.7,11552.716659454249,6958.60704797702,Magadi Main Road,"Proximity to developing industrial zones; however, infrastructure still needs improvement.",0.4588,Positive,Moderate
2899,Magadi Main Road,2027,Oct-Dec,9539.720000000012,11907.22281086563,7172.138555455278,Magadi Main Road,"Proximity to developing industrial zones; however, infrastructure still needs improvement.",0.4588,Positive,Moderate
2900,Magadi Main Road,2028,Jan-Mar,9103.2,11362.370246912054,6843.954717541018,Magadi Main Road,"Proximity to developing industrial zones; however, infrastructure still needs improvement.",0.4588,Positive,Moderate
2901,Magadi Main Road,2028,Apr-Jun,9204.659999999994,11489.009899479464,6920.234228662566,Magadi Main Road,"Proximity to developing industrial zones; however, infrastructure still needs improvement.",0.4588,Positive,Moderate
2902,Magadi Main Road,2028,Jul-Sep,7862.880000000001,9814.236067211516,5911.459120909013,Magadi Main Road,"Proximity to developing industrial zones; however, infrastructure still needs improvement.",0.4588,Positive,Moderate
2903,Magadi Main Road,2028,Oct-Dec,8897.1,11105.12175101077,6689.004912276364,Magadi Main Road,"Proximity to developing industrial zones; however, infrastructure still needs improvement.",0.4588,Positive,Moderate
2904,Magadi Main Road,2029,Jan-Mar,7873.030000000012,9826.90502516106,5919.090079295417,Magadi Main Road,"Proximity to developing industrial zones; however, infrastructure still needs improvement.",0.4588,Positive,Moderate
2905,Magadi Main Road,2029,Apr-Jun,7050.409999999993,8800.132789846553,5300.629095274005,Magadi Main Road,"Proximity to developing industrial zones; however, infrastructure still needs improvement.",0.4588,Positive,Moderate
2906,Magadi Main Road,2029,Jul-Sep,6223.69999999999,7768.255526156345,4679.093173341239,Magadi Main Road,"Proximity to developing industrial zones; however, infrastructure still needs improvement.",0.4588,Positive,Moderate
2907,Magadi Main Road,2029,Oct-Dec,9176.810000000003,11454.248275943082,6899.29608176,Magadi Main Road,"Proximity to developing industrial zones; however, infrastructure still needs improvement.",0.4588,Positive,Moderate
2908,Magadi Main Road,2030,Jan-Mar,11271.22000000002,14068.43470146765,8473.912392504044,Magadi Main Road,"Proximity to developing industrial zones; however, infrastructure still needs improvement.",0.4588,Positive,Moderate
2909,Magadi Main Road,2030,Apr-Jun,11251.98000000002,14044.419849157412,8459.447403405104,Magadi Main Road,"Proximity to developing industrial zones; however, infrastructure still needs improvement.",0.4588,Positive,Moderate
2910,Magadi Main Road,2030,Jul-Sep,9893.334500000006,12348.594951835466,7437.992499723872,Magadi Main Road,"Proximity to developing industrial zones; however, infrastructure still needs improvement.",0.4588,Positive,Moderate
2911,Magadi Main Road,2030,Oct-Dec,10868.500000000004,13565.770391572603,8171.140021925762,Magadi Main Road,"Proximity to developing industrial zones; however, infrastructure still needs improvement.",0.4588,Positive,Moderate
2912,Mahadevapura,2024,Jan-Mar,8945.339999999991,11209.841654247291,6680.633404202911,Mahadevapura,"Developing area with increasing demand, but still facing infrastructure challenges.",0.0516,Neutral,High
2913,Mahadevapura,2024,Apr-Jun,8358.899999999985,10474.945100319008,6242.663393721387,Mahadevapura,"Developing area with increasing demand, but still facing infrastructure challenges.",0.0516,Neutral,High
2914,Mahadevapura,2024,Jul-Sep,7007.522500000006,8781.468073161588,5233.41638151301,Mahadevapura,"Developing area with increasing demand, but still facing infrastructure challenges.",0.0516,Neutral,High
2915,Mahadevapura,2024,Oct-Dec,9620.300000000008,12055.666935673258,7184.712659155871,Mahadevapura,"Developing area with increasing demand, but still facing infrastructure challenges.",0.0516,Neutral,High
2916,Mahadevapura,2025,Jan-Mar,11768.1,14747.179824506133,8788.750563310097,Mahadevapura,"Developing area with increasing demand, but still facing infrastructure challenges.",0.0516,Neutral,High
2917,Mahadevapura,2025,Apr-Jun,11929.225000000008,14949.093417118678,8909.083279255188,Mahadevapura,"Developing area with increasing demand, but still facing infrastructure challenges.",0.0516,Neutral,High
2918,Mahadevapura,2025,Jul-Sep,8373.09714285714,10492.736232167705,6253.266222324408,Mahadevapura,"Developing area with increasing demand, but still facing infrastructure challenges.",0.0516,Neutral,High
2919,Mahadevapura,2025,Oct-Dec,7807.317500000008,9783.73017900203,5830.725952028439,Mahadevapura,"Developing area with increasing demand, but still facing infrastructure challenges.",0.0516,Neutral,High
2920,Mahadevapura,2026,Jan-Mar,6213.309999999986,7786.201670227309,4640.275980193926,Mahadevapura,"Developing area with increasing demand, but still facing infrastructure challenges.",0.0516,Neutral,High
2921,Mahadevapura,2026,Apr-Jun,6224.589999999993,7800.337188146135,4648.70020384551,Mahadevapura,"Developing area with increasing demand, but still facing infrastructure challenges.",0.0516,Neutral,High
2922,Mahadevapura,2026,Jul-Sep,6317.480000000005,7916.742175688607,4718.073088153596,Mahadevapura,"Developing area with increasing demand, but still facing infrastructure challenges.",0.0516,Neutral,High
2923,Mahadevapura,2026,Oct-Dec,6351.430000000003,7959.286575807739,4743.427910225499,Mahadevapura,"Developing area with increasing demand, but still facing infrastructure challenges.",0.0516,Neutral,High
2924,Mahadevapura,2027,Jan-Mar,6610.000000000011,8283.313248526585,4936.535313557826,Mahadevapura,"Developing area with increasing demand, but still facing infrastructure challenges.",0.0516,Neutral,High
2925,Mahadevapura,2027,Apr-Jun,6562.510000000013,8223.801214309868,4901.0684357906775,Mahadevapura,"Developing area with increasing demand, but still facing infrastructure challenges.",0.0516,Neutral,High
2926,Mahadevapura,2027,Jul-Sep,6596.430000000011,8266.30801996645,4926.400853012443,Mahadevapura,"Developing area with increasing demand, but still facing infrastructure challenges.",0.0516,Neutral,High
2927,Mahadevapura,2027,Oct-Dec,6566.4,8228.67596295384,4903.973598025122,Mahadevapura,"Developing area with increasing demand, but still facing infrastructure challenges.",0.0516,Neutral,High
2928,Mahadevapura,2028,Jan-Mar,7079.079999999992,8871.140264959064,5286.857550302698,Mahadevapura,"Developing area with increasing demand, but still facing infrastructure challenges.",0.0516,Neutral,High
2929,Mahadevapura,2028,Apr-Jun,7395.659999999997,9267.86209676218,5523.288465516944,Mahadevapura,"Developing area with increasing demand, but still facing infrastructure challenges.",0.0516,Neutral,High
2930,Mahadevapura,2028,Jul-Sep,6741.0200000000095,8447.500797970148,5034.384762390252,Mahadevapura,"Developing area with increasing demand, but still facing infrastructure challenges.",0.0516,Neutral,High
2931,Mahadevapura,2028,Oct-Dec,7348.920000000005,9209.28992410922,5488.381709003229,Mahadevapura,"Developing area with increasing demand, but still facing infrastructure challenges.",0.0516,Neutral,High
2932,Mahadevapura,2029,Jan-Mar,6802.889999999995,8525.033111235838,5080.591031656478,Mahadevapura,"Developing area with increasing demand, but still facing infrastructure challenges.",0.0516,Neutral,High
2933,Mahadevapura,2029,Apr-Jun,7013.909999999992,8789.47256081285,5238.186747521372,Mahadevapura,"Developing area with increasing demand, but still facing infrastructure challenges.",0.0516,Neutral,High
2934,Mahadevapura,2029,Jul-Sep,6279.189999999995,7868.75910998722,4689.477031095173,Mahadevapura,"Developing area with increasing demand, but still facing infrastructure challenges.",0.0516,Neutral,High
2935,Mahadevapura,2029,Oct-Dec,7125.690000000003,8929.549528274332,5321.6672191325,Mahadevapura,"Developing area with increasing demand, but still facing infrastructure challenges.",0.0516,Neutral,High
2936,Mahadevapura,2030,Jan-Mar,8945.339999999991,11209.841654247291,6680.633404202911,Mahadevapura,"Developing area with increasing demand, but still facing infrastructure challenges.",0.0516,Neutral,High
2937,Mahadevapura,2030,Apr-Jun,8358.899999999985,10474.945100319008,6242.663393721387,Mahadevapura,"Developing area with increasing demand, but still facing infrastructure challenges.",0.0516,Neutral,High
2938,Mahadevapura,2030,Jul-Sep,7007.522500000006,8781.468073161588,5233.41638151301,Mahadevapura,"Developing area with increasing demand, but still facing infrastructure challenges.",0.0516,Neutral,High
2939,Mahadevapura,2030,Oct-Dec,9620.300000000008,12055.666935673258,7184.712659155871,Mahadevapura,"Developing area with increasing demand, but still facing infrastructure challenges.",0.0516,Neutral,High
2940,Malleshwaram,2024,Jan-Mar,11350.84,14022.259363956144,8679.576147773161,Malleshwaram,Central location with well-established infrastructure and high demand.,-0.128,Negative,Moderate
2941,Malleshwaram,2024,Apr-Jun,11632.459999999995,14370.158610362338,8894.920759690503,Malleshwaram,Central location with well-established infrastructure and high demand.,-0.128,Negative,Moderate
2942,Malleshwaram,2024,Jul-Sep,11754.390000000014,14520.78482694608,8988.156213603881,Malleshwaram,Central location with well-established infrastructure and high demand.,-0.128,Negative,Moderate
2943,Malleshwaram,2024,Oct-Dec,11590.739999999993,14318.619811413157,8863.018987056485,Malleshwaram,Central location with well-established infrastructure and high demand.,-0.128,Negative,Moderate
2944,Malleshwaram,2025,Jan-Mar,12580.039999999985,15540.751494069393,9619.500858265304,Malleshwaram,Central location with well-established infrastructure and high demand.,-0.128,Negative,Moderate
2945,Malleshwaram,2025,Apr-Jun,12866.84999999998,15895.062206596058,9838.814075167556,Malleshwaram,Central location with well-established infrastructure and high demand.,-0.128,Negative,Moderate
2946,Malleshwaram,2025,Jul-Sep,12553.239999999972,15507.64411602916,9599.007869133184,Malleshwaram,Central location with well-established infrastructure and high demand.,-0.128,Negative,Moderate
2947,Malleshwaram,2025,Oct-Dec,9608.459999999985,11869.81035836976,7347.241281952029,Malleshwaram,Central location with well-established infrastructure and high demand.,-0.128,Negative,Moderate
2948,Malleshwaram,2026,Jan-Mar,11523.39000000002,14235.41899383824,8811.518881905475,Malleshwaram,Central location with well-established infrastructure and high demand.,-0.128,Negative,Moderate
2949,Malleshwaram,2026,Apr-Jun,11523.639999999996,14235.72783131993,8811.710047848852,Malleshwaram,Central location with well-established infrastructure and high demand.,-0.128,Negative,Moderate
2950,Malleshwaram,2026,Jul-Sep,11679.89,14428.751257393968,8931.1887624717,Malleshwaram,Central location with well-established infrastructure and high demand.,-0.128,Negative,Moderate
2951,Malleshwaram,2026,Oct-Dec,11814.51,14595.054064549717,9034.127799671873,Malleshwaram,Central location with well-established infrastructure and high demand.,-0.128,Negative,Moderate
2952,Malleshwaram,2027,Jan-Mar,11216.36000000002,13856.12950579018,8576.744163501304,Malleshwaram,Central location with well-established infrastructure and high demand.,-0.128,Negative,Moderate
2953,Malleshwaram,2027,Apr-Jun,11162.799999999992,13789.964163706783,8535.788771788006,Malleshwaram,Central location with well-established infrastructure and high demand.,-0.128,Negative,Moderate
2954,Malleshwaram,2027,Jul-Sep,11358.77,14032.055688876251,8685.639931497699,Malleshwaram,Central location with well-established infrastructure and high demand.,-0.128,Negative,Moderate
2955,Malleshwaram,2027,Oct-Dec,11464.300000000016,14162.422166659264,8766.334899524263,Malleshwaram,Central location with well-established infrastructure and high demand.,-0.128,Negative,Moderate
2956,Malleshwaram,2028,Jan-Mar,10840.040000000005,13391.242621309011,8288.985892225333,Malleshwaram,Central location with well-established infrastructure and high demand.,-0.128,Negative,Moderate
2957,Malleshwaram,2028,Apr-Jun,10818.620000000004,13364.781425875375,8272.606794195117,Malleshwaram,Central location with well-established infrastructure and high demand.,-0.128,Negative,Moderate
2958,Malleshwaram,2028,Jul-Sep,10650.750000000018,13157.40323365109,8144.242686523213,Malleshwaram,Central location with well-established infrastructure and high demand.,-0.128,Negative,Moderate
2959,Malleshwaram,2028,Oct-Dec,11290.019999999991,13947.12538140367,8633.069297063643,Malleshwaram,Central location with well-established infrastructure and high demand.,-0.128,Negative,Moderate
2960,Malleshwaram,2029,Jan-Mar,11169.130000000016,13797.783928743927,8540.629093474827,Malleshwaram,Central location with well-established infrastructure and high demand.,-0.128,Negative,Moderate
2961,Malleshwaram,2029,Apr-Jun,11286.77000000002,13943.11049414136,8630.584139799506,Malleshwaram,Central location with well-established infrastructure and high demand.,-0.128,Negative,Moderate
2962,Malleshwaram,2029,Jul-Sep,11443.200000000012,14136.356283202222,8750.200493901591,Malleshwaram,Central location with well-established infrastructure and high demand.,-0.128,Negative,Moderate
2963,Malleshwaram,2029,Oct-Dec,13945.099999999986,17227.078265247736,10663.31278903688,Malleshwaram,Central location with well-established infrastructure and high demand.,-0.128,Negative,Moderate
2964,Malleshwaram,2030,Jan-Mar,11350.84,14022.259363956144,8679.576147773161,Malleshwaram,Central location with well-established infrastructure and high demand.,-0.128,Negative,Moderate
2965,Malleshwaram,2030,Apr-Jun,11632.459999999995,14370.158610362338,8894.920759690503,Malleshwaram,Central location with well-established infrastructure and high demand.,-0.128,Negative,Moderate
2966,Malleshwaram,2030,Jul-Sep,11754.390000000014,14520.78482694608,8988.156213603881,Malleshwaram,Central location with well-established infrastructure and high demand.,-0.128,Negative,Moderate
2967,Malleshwaram,2030,Oct-Dec,11590.739999999993,14318.619811413157,8863.018987056485,Malleshwaram,Central location with well-established infrastructure and high demand.,-0.128,Negative,Moderate
2968,Marathahalli,2024,Jan-Mar,7056.319999999986,8948.786185256993,5163.815375765357,Marathahalli,"High demand, well-developed infrastructure, and strong residential appeal.",0.4215,Positive,Moderate
2969,Marathahalli,2024,Apr-Jun,8210.009999999991,10411.889493223358,6008.085783125961,Marathahalli,"High demand, well-developed infrastructure, and strong residential appeal.",0.4215,Positive,Moderate
2970,Marathahalli,2024,Jul-Sep,8303.229999999992,10530.110584130469,6076.304184407203,Marathahalli,"High demand, well-developed infrastructure, and strong residential appeal.",0.4215,Positive,Moderate
2971,Marathahalli,2024,Oct-Dec,9083.68999999999,11519.88566039482,6647.444856623008,Marathahalli,"High demand, well-developed infrastructure, and strong residential appeal.",0.4215,Positive,Moderate
2972,Marathahalli,2025,Jan-Mar,10255.66,13006.171563746106,7505.092569019241,Marathahalli,"High demand, well-developed infrastructure, and strong residential appeal.",0.4215,Positive,Moderate
2973,Marathahalli,2025,Apr-Jun,10400.56999999999,13189.945628145892,7611.137715228896,Marathahalli,"High demand, well-developed infrastructure, and strong residential appeal.",0.4215,Positive,Moderate
2974,Marathahalli,2025,Jul-Sep,7188.964857142843,9117.005662994028,5260.884889737298,Marathahalli,"High demand, well-developed infrastructure, and strong residential appeal.",0.4215,Positive,Moderate
2975,Marathahalli,2025,Oct-Dec,6741.790000000003,8549.90097046391,4933.642303946138,Marathahalli,"High demand, well-developed infrastructure, and strong residential appeal.",0.4215,Positive,Moderate
2976,Marathahalli,2026,Jan-Mar,6298.959999999998,7988.306401847774,4609.579284858256,Marathahalli,"High demand, well-developed infrastructure, and strong residential appeal.",0.4215,Positive,Moderate
2977,Marathahalli,2026,Apr-Jun,6442.350000000009,8170.15281061383,4714.512094981812,Marathahalli,"High demand, well-developed infrastructure, and strong residential appeal.",0.4215,Positive,Moderate
2978,Marathahalli,2026,Jul-Sep,6429.279999999993,8153.577508552495,4704.947468241339,Marathahalli,"High demand, well-developed infrastructure, and strong residential appeal.",0.4215,Positive,Moderate
2979,Marathahalli,2026,Oct-Dec,6403.850000000011,8121.327322521968,4686.337792800654,Marathahalli,"High demand, well-developed infrastructure, and strong residential appeal.",0.4215,Positive,Moderate
2980,Marathahalli,2027,Jan-Mar,6461.099999999995,8193.9314574118,4728.233346044056,Marathahalli,"High demand, well-developed infrastructure, and strong residential appeal.",0.4215,Positive,Moderate
2981,Marathahalli,2027,Apr-Jun,6594.850000000014,8363.552471237463,4826.111603621478,Marathahalli,"High demand, well-developed infrastructure, and strong residential appeal.",0.4215,Positive,Moderate
2982,Marathahalli,2027,Jul-Sep,6354.350000000008,8058.551694975279,4650.113689996302,Marathahalli,"High demand, well-developed infrastructure, and strong residential appeal.",0.4215,Positive,Moderate
2983,Marathahalli,2027,Oct-Dec,6321.700000000004,8017.145144684379,4626.220418146561,Marathahalli,"High demand, well-developed infrastructure, and strong residential appeal.",0.4215,Positive,Moderate
2984,Marathahalli,2028,Jan-Mar,6282.929999999997,7967.977244078614,4597.848529950099,Marathahalli,"High demand, well-developed infrastructure, and strong residential appeal.",0.4215,Positive,Moderate
2985,Marathahalli,2028,Apr-Jun,6220.780000000006,7889.1589561589,4552.36715642909,Marathahalli,"High demand, well-developed infrastructure, and strong residential appeal.",0.4215,Positive,Moderate
2986,Marathahalli,2028,Jul-Sep,6401.110000000008,8117.852469603218,4684.33266064542,Marathahalli,"High demand, well-developed infrastructure, and strong residential appeal.",0.4215,Positive,Moderate
2987,Marathahalli,2028,Oct-Dec,6485.569999999992,8224.96417672629,4746.1404934303655,Marathahalli,"High demand, well-developed infrastructure, and strong residential appeal.",0.4215,Positive,Moderate
2988,Marathahalli,2029,Jan-Mar,6495.820000000013,8237.963170309215,4753.641444011079,Marathahalli,"High demand, well-developed infrastructure, and strong residential appeal.",0.4215,Positive,Moderate
2989,Marathahalli,2029,Apr-Jun,6523.45000000001,8273.003384230724,4773.861079576413,Marathahalli,"High demand, well-developed infrastructure, and strong residential appeal.",0.4215,Positive,Moderate
2990,Marathahalli,2029,Jul-Sep,6601.110000000007,8371.49136878174,4830.692671976124,Marathahalli,"High demand, well-developed infrastructure, and strong residential appeal.",0.4215,Positive,Moderate
2991,Marathahalli,2029,Oct-Dec,6555.989999999994,8314.27043312705,4797.673853419908,Marathahalli,"High demand, well-developed infrastructure, and strong residential appeal.",0.4215,Positive,Moderate
2992,Marathahalli,2030,Jan-Mar,7056.319999999986,8948.786185256993,5163.815375765357,Marathahalli,"High demand, well-developed infrastructure, and strong residential appeal.",0.4215,Positive,Moderate
2993,Marathahalli,2030,Apr-Jun,8210.009999999991,10411.889493223358,6008.085783125961,Marathahalli,"High demand, well-developed infrastructure, and strong residential appeal.",0.4215,Positive,Moderate
2994,Marathahalli,2030,Jul-Sep,8303.229999999992,10530.110584130469,6076.304184407203,Marathahalli,"High demand, well-developed infrastructure, and strong residential appeal.",0.4215,Positive,Moderate
2995,Marathahalli,2030,Oct-Dec,9083.68999999999,11519.88566039482,6647.444856623008,Marathahalli,"High demand, well-developed infrastructure, and strong residential appeal.",0.4215,Positive,Moderate
2996,Marathahalli Sarjapur Outer Ring Road,2024,Jan-Mar,7919.319999999992,9475.335857463828,6363.196951841252,Marathahalli Sarjapur Outer Ring Road,Prime location with high demand due to tech hubs and good connectivity.,0.34,Positive,Moderate
2997,Marathahalli Sarjapur Outer Ring Road,2024,Apr-Jun,8519.06000000001,10192.914882829078,6845.089808790761,Marathahalli Sarjapur Outer Ring Road,Prime location with high demand due to tech hubs and good connectivity.,0.34,Positive,Moderate
2998,Marathahalli Sarjapur Outer Ring Road,2024,Jul-Sep,9118.453333333351,10910.079127241246,7326.704118052248,Marathahalli Sarjapur Outer Ring Road,Prime location with high demand due to tech hubs and good connectivity.,0.34,Positive,Moderate
2999,Marathahalli Sarjapur Outer Ring Road,2024,Oct-Dec,9867.779999999995,11806.63613385549,7928.790302379511,Marathahalli Sarjapur Outer Ring Road,Prime location with high demand due to tech hubs and good connectivity.,0.34,Positive,Moderate
3000,Marathahalli Sarjapur Outer Ring Road,2025,Jan-Mar,10798.546666666676,12920.283110060376,8676.664061263968,Marathahalli Sarjapur Outer Ring Road,Prime location with high demand due to tech hubs and good connectivity.,0.34,Positive,Moderate
3001,Marathahalli Sarjapur Outer Ring Road,2025,Apr-Jun,11536.73333333333,13803.511290278911,9269.79922277065,Marathahalli Sarjapur Outer Ring Road,Prime location with high demand due to tech hubs and good connectivity.,0.34,Positive,Moderate
3002,Marathahalli Sarjapur Outer Ring Road,2025,Jul-Sep,8463.819619047616,10126.820677465714,6800.703999946715,Marathahalli Sarjapur Outer Ring Road,Prime location with high demand due to tech hubs and good connectivity.,0.34,Positive,Moderate
3003,Marathahalli Sarjapur Outer Ring Road,2025,Oct-Dec,7240.050000000009,8662.60049787496,5817.40150558108,Marathahalli Sarjapur Outer Ring Road,Prime location with high demand due to tech hubs and good connectivity.,0.34,Positive,Moderate
3004,Marathahalli Sarjapur Outer Ring Road,2026,Jan-Mar,7273.30000000001,8702.383574863981,5844.117978541981,Marathahalli Sarjapur Outer Ring Road,Prime location with high demand due to tech hubs and good connectivity.,0.34,Positive,Moderate
