,location,predicted_price,quarter,year,Locality,Risk
3602,Doddagubbi Main Road,3213.9,Jul-Sep,2028,Doddagubbi Main Road,Moderate
3603,Doddagubbi Main Road,3449.05,Oct-Dec,2028,Doddagubbi Main Road,Moderate
3604,Doddagubbi Main Road,3323.15,Jan-Mar,2029,Doddagubbi Main Road,Moderate
3605,Doddagubbi Main Road,3295.81,Apr-Jun,2029,Doddagubbi Main Road,Moderate
3606,Doddagubbi Main Road,3434.06,Jul-Sep,2029,Doddagubbi Main Road,Moderate
3607,Doddagubbi Main Road,3537.13,Oct-Dec,2029,Doddagubbi Main Road,Moderate
3608,Doddagubbi Main Road,3867.27,Jan-Mar,2030,Doddagubbi Main Road,Moderate
3609,Doddagubbi Main Road,3857.8,Apr-Jun,2030,Doddagubbi Main Road,Moderate
3610,Doddagubbi Main Road,3939.410714,Jul-Sep,2030,Doddagubbi Main Road,Moderate
3611,Doddagubbi Main Road,5335.396667,Oct-Dec,2030,Doddagubbi Main Road,Moderate
3612,Hoodi,6856.13,Jan-Mar,2024,Hoodi,High
3613,Hoodi,6738.66,Apr-Jun,2024,Hoodi,High
3614,Hoodi,7354.1,Jul-Sep,2024,Hoodi,High
3615,Hoodi,7375.62,Oct-Dec,2024,Hoodi,High
3616,Hoodi,8187.483333,Jan-Mar,2025,Hoodi,High
3617,Hoodi,8264.053333,Apr-Jun,2025,Hoodi,High
3618,Hoodi,7371.495476,Jul-Sep,2025,Hoodi,High
3619,Hoodi,5808.89,Oct-Dec,2025,Hoodi,High
3620,Hoodi,5883.31,Jan-Mar,2026,Hoodi,High
3621,Hoodi,5962.64,Apr-Jun,2026,Hoodi,High
3622,Hoodi,6114.32,Jul-Sep,2026,Hoodi,High
3623,Hoodi,6115.78,Oct-Dec,2026,Hoodi,High
3624,Hoodi,6231.62,Jan-Mar,2027,Hoodi,High
3625,Hoodi,6408.04,Apr-Jun,2027,Hoodi,High
3626,Hoodi,6224.92,Jul-Sep,2027,Hoodi,High
3627,Hoodi,6252.38,Oct-Dec,2027,Hoodi,High
3628,Hoodi,6172.07,Jan-Mar,2028,Hoodi,High
3629,Hoodi,6278.07,Apr-Jun,2028,Hoodi,High
3630,Hoodi,6086.31,Jul-Sep,2028,Hoodi,High
3631,Hoodi,6095.18,Oct-Dec,2028,Hoodi,High
3632,Hoodi,6198.34,Jan-Mar,2029,Hoodi,High
3633,Hoodi,6188.23,Apr-Jun,2029,Hoodi,High
3634,Hoodi,6101.37,Jul-Sep,2029,Hoodi,High
3635,Hoodi,6398.5,Oct-Dec,2029,Hoodi,High
3636,Hoodi,6856.13,Jan-Mar,2030,Hoodi,High
3637,Hoodi,6738.66,Apr-Jun,2030,Hoodi,High
3638,Hoodi,7354.1,Jul-Sep,2030,Hoodi,High
3639,Hoodi,7375.62,Oct-Dec,2030,Hoodi,High
3640,Sadarmangala Main Road,8905.08,Jan-Mar,2024,Sadarmangala Main Road,Moderate
3641,Sadarmangala Main Road,8930.84,Apr-Jun,2024,Sadarmangala Main Road,Moderate
3642,Sadarmangala Main Road,8232.825,Jul-Sep,2024,Sadarmangala Main Road,Moderate
3643,Sadarmangala Main Road,11814.92,Oct-Dec,2024,Sadarmangala Main Road,Moderate
3644,Sadarmangala Main Road,7558.995,Jan-Mar,2025,Sadarmangala Main Road,Moderate
3645,Sadarmangala Main Road,8162.245,Apr-Jun,2025,Sadarmangala Main Road,Moderate
3646,Sadarmangala Main Road,7545.760833,Jul-Sep,2025,Sadarmangala Main Road,Moderate
3647,Sadarmangala Main Road,7241.4075,Oct-Dec,2025,Sadarmangala Main Road,Moderate
3648,Sadarmangala Main Road,6170.61,Jan-Mar,2026,Sadarmangala Main Road,Moderate
3649,Sadarmangala Main Road,6130.76,Apr-Jun,2026,Sadarmangala Main Road,Moderate
3650,Sadarmangala Main Road,6125.94,Jul-Sep,2026,Sadarmangala Main Road,Moderate
3651,Sadarmangala Main Road,5960.37,Oct-Dec,2026,Sadarmangala Main Road,Moderate
3652,Sadarmangala Main Road,6098.24,Jan-Mar,2027,Sadarmangala Main Road,Moderate
3653,Sadarmangala Main Road,5987.52,Apr-Jun,2027,Sadarmangala Main Road,Moderate
3654,Sadarmangala Main Road,6032.48,Jul-Sep,2027,Sadarmangala Main Road,Moderate
3655,Sadarmangala Main Road,5954.93,Oct-Dec,2027,Sadarmangala Main Road,Moderate
3656,Sadarmangala Main Road,6635.28,Jan-Mar,2028,Sadarmangala Main Road,Moderate
3657,Sadarmangala Main Road,6689.32,Apr-Jun,2028,Sadarmangala Main Road,Moderate
3658,Sadarmangala Main Road,6404.6,Jul-Sep,2028,Sadarmangala Main Road,Moderate
3659,Sadarmangala Main Road,7027.08,Oct-Dec,2028,Sadarmangala Main Road,Moderate
3660,Sadarmangala Main Road,6741.01,Jan-Mar,2029,Sadarmangala Main Road,Moderate
3661,Sadarmangala Main Road,6908.87,Apr-Jun,2029,Sadarmangala Main Road,Moderate
3662,Sadarmangala Main Road,6639.99,Jul-Sep,2029,Sadarmangala Main Road,Moderate
3663,Sadarmangala Main Road,6930.39,Oct-Dec,2029,Sadarmangala Main Road,Moderate
3664,Sadarmangala Main Road,8905.08,Jan-Mar,2030,Sadarmangala Main Road,Moderate
3665,Sadarmangala Main Road,8930.84,Apr-Jun,2030,Sadarmangala Main Road,Moderate
3666,Sadarmangala Main Road,8232.825,Jul-Sep,2030,Sadarmangala Main Road,Moderate
3667,Sadarmangala Main Road,11814.92,Oct-Dec,2030,Sadarmangala Main Road,Moderate
3668,Doddaballapura Main Road,6452.54,Jan-Mar,2024,Doddaballapura Main Road,Moderate
3669,Doddaballapura Main Road,6555.43,Apr-Jun,2024,Doddaballapura Main Road,Moderate
3670,Doddaballapura Main Road,6359,Jul-Sep,2024,Doddaballapura Main Road,Moderate
3671,Doddaballapura Main Road,7005.05,Oct-Dec,2024,Doddaballapura Main Road,Moderate
3672,Doddaballapura Main Road,7094.25,Jan-Mar,2025,Doddaballapura Main Road,Moderate
3673,Doddaballapura Main Road,7294.02,Apr-Jun,2025,Doddaballapura Main Road,Moderate
3674,Doddaballapura Main Road,7009.816,Jul-Sep,2025,Doddaballapura Main Road,Moderate
3675,Doddaballapura Main Road,5072.76,Oct-Dec,2025,Doddaballapura Main Road,Moderate
3676,Doddaballapura Main Road,5020.2,Jan-Mar,2026,Doddaballapura Main Road,Moderate
3677,Doddaballapura Main Road,5106.32,Apr-Jun,2026,Doddaballapura Main Road,Moderate
3678,Doddaballapura Main Road,5182.35,Jul-Sep,2026,Doddaballapura Main Road,Moderate
3679,Doddaballapura Main Road,5035.7,Oct-Dec,2026,Doddaballapura Main Road,Moderate
3680,Doddaballapura Main Road,5094.32,Jan-Mar,2027,Doddaballapura Main Road,Moderate
3681,Doddaballapura Main Road,5116.03,Apr-Jun,2027,Doddaballapura Main Road,Moderate
3682,Doddaballapura Main Road,5178.79,Jul-Sep,2027,Doddaballapura Main Road,Moderate
3683,Doddaballapura Main Road,5148.15,Oct-Dec,2027,Doddaballapura Main Road,Moderate
3684,Doddaballapura Main Road,4307.4,Jan-Mar,2028,Doddaballapura Main Road,Moderate
3685,Doddaballapura Main Road,5127.45,Apr-Jun,2028,Doddaballapura Main Road,Moderate
3686,Doddaballapura Main Road,5157.14,Jul-Sep,2028,Doddaballapura Main Road,Moderate
3687,Doddaballapura Main Road,5206.06,Oct-Dec,2028,Doddaballapura Main Road,Moderate
3688,Doddaballapura Main Road,4762.32,Jan-Mar,2029,Doddaballapura Main Road,Moderate
3689,Doddaballapura Main Road,5123.7,Apr-Jun,2029,Doddaballapura Main Road,Moderate
3690,Doddaballapura Main Road,5140.08,Jul-Sep,2029,Doddaballapura Main Road,Moderate
3691,Doddaballapura Main Road,5116.67,Oct-Dec,2029,Doddaballapura Main Road,Moderate
3692,Doddaballapura Main Road,6452.54,Jan-Mar,2030,Doddaballapura Main Road,Moderate
3693,Doddaballapura Main Road,6555.43,Apr-Jun,2030,Doddaballapura Main Road,Moderate
3694,Doddaballapura Main Road,6359,Jul-Sep,2030,Doddaballapura Main Road,Moderate
3695,Doddaballapura Main Road,7005.05,Oct-Dec,2030,Doddaballapura Main Road,Moderate
3696,Doddaballapur Main Road,6352.32,Jan-Mar,2024,Doddaballapur Main Road,Low
3697,Doddaballapur Main Road,6515.64,Apr-Jun,2024,Doddaballapur Main Road,Low
3698,Doddaballapur Main Road,6063.64,Jul-Sep,2024,Doddaballapur Main Road,Low
3699,Doddaballapur Main Road,6948.22,Oct-Dec,2024,Doddaballapur Main Road,Low
3700,Doddaballapur Main Road,7145.92,Jan-Mar,2025,Doddaballapur Main Road,Low
3701,Doddaballapur Main Road,7423.74,Apr-Jun,2025,Doddaballapur Main Road,Low
3702,Doddaballapur Main Road,5853.14,Jul-Sep,2025,Doddaballapur Main Road,Low
3703,Doddaballapur Main Road,5087.17,Oct-Dec,2025,Doddaballapur Main Road,Low
3704,Doddaballapur Main Road,5020.2,Jan-Mar,2026,Doddaballapur Main Road,Low
3705,Doddaballapur Main Road,5106.32,Apr-Jun,2026,Doddaballapur Main Road,Low
3706,Doddaballapur Main Road,5179.26,Jul-Sep,2026,Doddaballapur Main Road,Low
3707,Doddaballapur Main Road,5035.51,Oct-Dec,2026,Doddaballapur Main Road,Low
3708,Doddaballapur Main Road,5086.72,Jan-Mar,2027,Doddaballapur Main Road,Low
3709,Doddaballapur Main Road,5116.03,Apr-Jun,2027,Doddaballapur Main Road,Low
3710,Doddaballapur Main Road,5178.79,Jul-Sep,2027,Doddaballapur Main Road,Low
3711,Doddaballapur Main Road,5148.15,Oct-Dec,2027,Doddaballapur Main Road,Low
3712,Doddaballapur Main Road,4359.9,Jan-Mar,2028,Doddaballapur Main Road,Low
3713,Doddaballapur Main Road,5137.95,Apr-Jun,2028,Doddaballapur Main Road,Low
3714,Doddaballapur Main Road,5165.64,Jul-Sep,2028,Doddaballapur Main Road,Low
3715,Doddaballapur Main Road,5189.72,Oct-Dec,2028,Doddaballapur Main Road,Low
3716,Doddaballapur Main Road,4849.49,Jan-Mar,2029,Doddaballapur Main Road,Low
3717,Doddaballapur Main Road,5242.29,Apr-Jun,2029,Doddaballapur Main Road,Low
3718,Doddaballapur Main Road,5265.58,Jul-Sep,2029,Doddaballapur Main Road,Low
3719,Doddaballapur Main Road,5263.17,Oct-Dec,2029,Doddaballapur Main Road,Low
3720,Doddaballapur Main Road,6352.32,Jan-Mar,2030,Doddaballapur Main Road,Low
3721,Doddaballapur Main Road,6515.64,Apr-Jun,2030,Doddaballapur Main Road,Low
3722,Doddaballapur Main Road,6063.64,Jul-Sep,2030,Doddaballapur Main Road,Low
3723,Doddaballapur Main Road,6948.22,Oct-Dec,2030,Doddaballapur Main Road,Low
3724,Stage 3rd Banashankari,6782.38,Jan-Mar,2024,Stage 3rd Banashankari,Low
3725,Stage 3rd Banashankari,6669.37,Apr-Jun,2024,Stage 3rd Banashankari,Low
3726,Stage 3rd Banashankari,7542.9,Jul-Sep,2024,Stage 3rd Banashankari,Low
3727,Stage 3rd Banashankari,8143.4,Oct-Dec,2024,Stage 3rd Banashankari,Low
3728,Stage 3rd Banashankari,7833.323333,Jan-Mar,2025,Stage 3rd Banashankari,Low
3729,Stage 3rd Banashankari,7936.926667,Apr-Jun,2025,Stage 3rd Banashankari,Low
3730,Stage 3rd Banashankari,7409.451333,Jul-Sep,2025,Stage 3rd Banashankari,Low
3731,Stage 3rd Banashankari,6171.886667,Oct-Dec,2025,Stage 3rd Banashankari,Low
3732,Stage 3rd Banashankari,6275.59,Jan-Mar,2026,Stage 3rd Banashankari,Low
3733,Stage 3rd Banashankari,6157.92,Apr-Jun,2026,Stage 3rd Banashankari,Low
3734,Stage 3rd Banashankari,6365.19,Jul-Sep,2026,Stage 3rd Banashankari,Low
3735,Stage 3rd Banashankari,5784.34,Oct-Dec,2026,Stage 3rd Banashankari,Low
3736,Stage 3rd Banashankari,5869.96,Jan-Mar,2027,Stage 3rd Banashankari,Low
3737,Stage 3rd Banashankari,5875.3,Apr-Jun,2027,Stage 3rd Banashankari,Low
3738,Stage 3rd Banashankari,5718.26,Jul-Sep,2027,Stage 3rd Banashankari,Low
3739,Stage 3rd Banashankari,5745.41,Oct-Dec,2027,Stage 3rd Banashankari,Low
3740,Stage 3rd Banashankari,5705.01,Jan-Mar,2028,Stage 3rd Banashankari,Low
3741,Stage 3rd Banashankari,5753.31,Apr-Jun,2028,Stage 3rd Banashankari,Low
3742,Stage 3rd Banashankari,5761.23,Jul-Sep,2028,Stage 3rd Banashankari,Low
3743,Stage 3rd Banashankari,5943.01,Oct-Dec,2028,Stage 3rd Banashankari,Low
3744,Stage 3rd Banashankari,5864.8,Jan-Mar,2029,Stage 3rd Banashankari,Low
3745,Stage 3rd Banashankari,5940.41,Apr-Jun,2029,Stage 3rd Banashankari,Low
3746,Stage 3rd Banashankari,6053.98,Jul-Sep,2029,Stage 3rd Banashankari,Low
3747,Stage 3rd Banashankari,6241.83,Oct-Dec,2029,Stage 3rd Banashankari,Low
3748,Stage 3rd Banashankari,6782.38,Jan-Mar,2030,Stage 3rd Banashankari,Low
3749,Stage 3rd Banashankari,6669.37,Apr-Jun,2030,Stage 3rd Banashankari,Low
3750,Stage 3rd Banashankari,7542.9,Jul-Sep,2030,Stage 3rd Banashankari,Low
3751,Stage 3rd Banashankari,8143.4,Oct-Dec,2030,Stage 3rd Banashankari,Low
3752,Horamavu,5237.093333,Jan-Mar,2024,Horamavu,Moderate
3753,Horamavu,5294.543333,Apr-Jun,2024,Horamavu,Moderate
3754,Horamavu,5189.602667,Jul-Sep,2024,Horamavu,Moderate
3755,Horamavu,5383.489167,Oct-Dec,2024,Horamavu,Moderate
3756,Horamavu,5374.644667,Jan-Mar,2025,Horamavu,Moderate
3757,Horamavu,5673.873333,Apr-Jun,2025,Horamavu,Moderate
3758,Horamavu,5284.168333,Jul-Sep,2025,Horamavu,Moderate
3759,Horamavu,5115.3,Oct-Dec,2025,Horamavu,Moderate
3760,Horamavu,4632.71,Jan-Mar,2026,Horamavu,Moderate
3761,Horamavu,4791.43,Apr-Jun,2026,Horamavu,Moderate
3762,Horamavu,5022.67,Jul-Sep,2026,Horamavu,Moderate
3763,Horamavu,5109.13,Oct-Dec,2026,Horamavu,Moderate
3764,Horamavu,4691.536667,Jan-Mar,2027,Horamavu,Moderate
3765,Horamavu,4754.06,Apr-Jun,2027,Horamavu,Moderate
3766,Horamavu,4902.89,Jul-Sep,2027,Horamavu,Moderate
3767,Horamavu,4914.38,Oct-Dec,2027,Horamavu,Moderate
3768,Horamavu,4748.12,Jan-Mar,2028,Horamavu,Moderate
3769,Horamavu,4812.63,Apr-Jun,2028,Horamavu,Moderate
3770,Horamavu,4835.42,Jul-Sep,2028,Horamavu,Moderate
3771,Horamavu,4787.21,Oct-Dec,2028,Horamavu,Moderate
3772,Horamavu,4910.62,Jan-Mar,2029,Horamavu,Moderate
3773,Horamavu,4924.18,Apr-Jun,2029,Horamavu,Moderate
3774,Horamavu,4972.09,Jul-Sep,2029,Horamavu,Moderate
3775,Horamavu,5189.51,Oct-Dec,2029,Horamavu,Moderate
3776,Horamavu,5237.093333,Jan-Mar,2030,Horamavu,Moderate
3777,Horamavu,5294.543333,Apr-Jun,2030,Horamavu,Moderate
3778,Horamavu,5189.602667,Jul-Sep,2030,Horamavu,Moderate
3779,Horamavu,5383.489167,Oct-Dec,2030,Horamavu,Moderate
3780,RT Nagar,6036.22,Jan-Mar,2024,RT Nagar,Moderate
3781,RT Nagar,6234.99,Apr-Jun,2024,RT Nagar,Moderate
3782,RT Nagar,6378.39,Jul-Sep,2024,RT Nagar,Moderate
3783,RT Nagar,6516.92,Oct-Dec,2024,RT Nagar,Moderate
3784,RT Nagar,6849.71,Jan-Mar,2025,RT Nagar,Moderate
3785,RT Nagar,7085.9,Apr-Jun,2025,RT Nagar,Moderate
3786,RT Nagar,5703.3935,Jul-Sep,2025,RT Nagar,Moderate
3787,RT Nagar,5228.604,Oct-Dec,2025,RT Nagar,Moderate
3788,RT Nagar,5274.43,Jan-Mar,2026,RT Nagar,Moderate
3789,RT Nagar,5360.75,Apr-Jun,2026,RT Nagar,Moderate
3790,RT Nagar,5511.22,Jul-Sep,2026,RT Nagar,Moderate
3791,RT Nagar,5747.16,Oct-Dec,2026,RT Nagar,Moderate
3792,RT Nagar,5660.76,Jan-Mar,2027,RT Nagar,Moderate
3793,RT Nagar,5991.479167,Apr-Jun,2027,RT Nagar,Moderate
3794,RT Nagar,5965.6875,Jul-Sep,2027,RT Nagar,Moderate
3795,RT Nagar,6015.971667,Oct-Dec,2027,RT Nagar,Moderate
3796,RT Nagar,5981.78,Jan-Mar,2028,RT Nagar,Moderate
3797,RT Nagar,5991.73,Apr-Jun,2028,RT Nagar,Moderate
3798,RT Nagar,5940.65,Jul-Sep,2028,RT Nagar,Moderate
3799,RT Nagar,6204.88,Oct-Dec,2028,RT Nagar,Moderate
3800,RT Nagar,6072.326,Jan-Mar,2029,RT Nagar,Moderate
3801,RT Nagar,6206.37,Apr-Jun,2029,RT Nagar,Moderate
3802,RT Nagar,6109.9,Jul-Sep,2029,RT Nagar,Moderate
3803,RT Nagar,6209.9,Oct-Dec,2029,RT Nagar,Moderate
3804,RT Nagar,6036.22,Jan-Mar,2030,RT Nagar,Moderate
3805,RT Nagar,6234.99,Apr-Jun,2030,RT Nagar,Moderate
3806,RT Nagar,6378.39,Jul-Sep,2030,RT Nagar,Moderate
3807,RT Nagar,6516.92,Oct-Dec,2030,RT Nagar,Moderate
3808,Hormavu Agara,5039.355,Jan-Mar,2024,Hormavu Agara,Moderate
3809,Hormavu Agara,5109.295,Apr-Jun,2024,Hormavu Agara,Moderate
3810,Hormavu Agara,5089.718667,Jul-Sep,2024,Hormavu Agara,Moderate
3811,Hormavu Agara,5153.133,Oct-Dec,2024,Hormavu Agara,Moderate
3812,Hormavu Agara,5402.906,Jan-Mar,2025,Hormavu Agara,Moderate
3813,Hormavu Agara,5661.185,Apr-Jun,2025,Hormavu Agara,Moderate
3814,Hormavu Agara,4994.096333,Jul-Sep,2025,Hormavu Agara,Moderate
3815,Hormavu Agara,3617.555,Oct-Dec,2025,Hormavu Agara,Moderate
3816,Hormavu Agara,3496.683,Jan-Mar,2026,Hormavu Agara,Moderate
3817,Hormavu Agara,3600.175,Apr-Jun,2026,Hormavu Agara,Moderate
3818,Hormavu Agara,3808.215833,Jul-Sep,2026,Hormavu Agara,Moderate
3819,Hormavu Agara,4479.409167,Oct-Dec,2026,Hormavu Agara,Moderate
3820,Hormavu Agara,4323.015333,Jan-Mar,2027,Hormavu Agara,Moderate
3821,Hormavu Agara,4526.121667,Apr-Jun,2027,Hormavu Agara,Moderate
3822,Hormavu Agara,4553.165,Jul-Sep,2027,Hormavu Agara,Moderate
3823,Hormavu Agara,4920.0625,Oct-Dec,2027,Hormavu Agara,Moderate
3824,Hormavu Agara,4340.0005,Jan-Mar,2028,Hormavu Agara,Moderate
3825,Hormavu Agara,4546.2695,Apr-Jun,2028,Hormavu Agara,Moderate
3826,Hormavu Agara,4608.719,Jul-Sep,2028,Hormavu Agara,Moderate
3827,Hormavu Agara,4662.682619,Oct-Dec,2028,Hormavu Agara,Moderate
3828,Hormavu Agara,4713.22,Jan-Mar,2029,Hormavu Agara,Moderate
3829,Hormavu Agara,4770.01,Apr-Jun,2029,Hormavu Agara,Moderate
3830,Hormavu Agara,4697,Jul-Sep,2029,Hormavu Agara,Moderate
3831,Hormavu Agara,4813.57,Oct-Dec,2029,Hormavu Agara,Moderate
3832,Hormavu Agara,5039.355,Jan-Mar,2030,Hormavu Agara,Moderate
3833,Hormavu Agara,5109.295,Apr-Jun,2030,Hormavu Agara,Moderate
3834,Hormavu Agara,5089.718667,Jul-Sep,2030,Hormavu Agara,Moderate
3835,Hormavu Agara,5153.133,Oct-Dec,2030,Hormavu Agara,Moderate
3836,RR Nagar,6046.05,Jan-Mar,2024,RR Nagar,Low
3837,RR Nagar,6230.67,Apr-Jun,2024,RR Nagar,Low
3838,RR Nagar,6490.23,Jul-Sep,2024,RR Nagar,Low
3839,RR Nagar,6781.865,Oct-Dec,2024,RR Nagar,Low
3840,RR Nagar,7133.8,Jan-Mar,2025,RR Nagar,Low
3841,RR Nagar,7406.67,Apr-Jun,2025,RR Nagar,Low
3842,RR Nagar,6225.288333,Jul-Sep,2025,RR Nagar,Low
3843,RR Nagar,5160.749,Oct-Dec,2025,RR Nagar,Low
3844,RR Nagar,4999.71,Jan-Mar,2026,RR Nagar,Low
3845,RR Nagar,5140,Apr-Jun,2026,RR Nagar,Low
3846,RR Nagar,5359.64,Jul-Sep,2026,RR Nagar,Low
3847,RR Nagar,5548.79,Oct-Dec,2026,RR Nagar,Low
3848,RR Nagar,5466.5,Jan-Mar,2027,RR Nagar,Low
3849,RR Nagar,5831.066667,Apr-Jun,2027,RR Nagar,Low
3850,RR Nagar,5853.693333,Jul-Sep,2027,RR Nagar,Low
3851,RR Nagar,5939.681667,Oct-Dec,2027,RR Nagar,Low
3852,RR Nagar,5538.12,Jan-Mar,2028,RR Nagar,Low
3853,RR Nagar,5532.46,Apr-Jun,2028,RR Nagar,Low
3854,RR Nagar,5483.03,Jul-Sep,2028,RR Nagar,Low
3855,RR Nagar,5629.64,Oct-Dec,2028,RR Nagar,Low
3856,RR Nagar,5560.74,Jan-Mar,2029,RR Nagar,Low
3857,RR Nagar,5625.76,Apr-Jun,2029,RR Nagar,Low
3858,RR Nagar,5679.56,Jul-Sep,2029,RR Nagar,Low
3859,RR Nagar,5706.98,Oct-Dec,2029,RR Nagar,Low
3860,RR Nagar,6046.05,Jan-Mar,2030,RR Nagar,Low
3861,RR Nagar,6230.67,Apr-Jun,2030,RR Nagar,Low
3862,RR Nagar,6490.23,Jul-Sep,2030,RR Nagar,Low
3863,RR Nagar,6781.865,Oct-Dec,2030,RR Nagar,Low
3864,Horamavu Main Road,5058.33,Jan-Mar,2024,Horamavu Main Road,Moderate
3865,Horamavu Main Road,5099.12,Apr-Jun,2024,Horamavu Main Road,Moderate
3866,Horamavu Main Road,5106.487667,Jul-Sep,2024,Horamavu Main Road,Moderate
3867,Horamavu Main Road,5269.265833,Oct-Dec,2024,Horamavu Main Road,Moderate
3868,Horamavu Main Road,5423.576,Jan-Mar,2025,Horamavu Main Road,Moderate
3869,Horamavu Main Road,5594.63,Apr-Jun,2025,Horamavu Main Road,Moderate
3870,Horamavu Main Road,4576.437333,Jul-Sep,2025,Horamavu Main Road,Moderate
3871,Horamavu Main Road,3668.7975,Oct-Dec,2025,Horamavu Main Road,Moderate
3872,Horamavu Main Road,3713.93,Jan-Mar,2026,Horamavu Main Road,Moderate
3873,Horamavu Main Road,3867.37,Apr-Jun,2026,Horamavu Main Road,Moderate
3874,Horamavu Main Road,3937.49,Jul-Sep,2026,Horamavu Main Road,Moderate
3875,Horamavu Main Road,4303.9875,Oct-Dec,2026,Horamavu Main Road,Moderate
3876,Horamavu Main Road,4109.676667,Jan-Mar,2027,Horamavu Main Road,Moderate
3877,Horamavu Main Road,4344.715,Apr-Jun,2027,Horamavu Main Road,Moderate
3878,Horamavu Main Road,4350.67,Jul-Sep,2027,Horamavu Main Road,Moderate
3879,Horamavu Main Road,4401.301667,Oct-Dec,2027,Horamavu Main Road,Moderate
3880,Horamavu Main Road,4313.83,Jan-Mar,2028,Horamavu Main Road,Moderate
3881,Horamavu Main Road,4362.825,Apr-Jun,2028,Horamavu Main Road,Moderate
3882,Horamavu Main Road,4443.06,Jul-Sep,2028,Horamavu Main Road,Moderate
3883,Horamavu Main Road,4495.714167,Oct-Dec,2028,Horamavu Main Road,Moderate
3884,Horamavu Main Road,4645.65,Jan-Mar,2029,Horamavu Main Road,Moderate
3885,Horamavu Main Road,4724.61,Apr-Jun,2029,Horamavu Main Road,Moderate
3886,Horamavu Main Road,4774.42,Jul-Sep,2029,Horamavu Main Road,Moderate
3887,Horamavu Main Road,4944.72,Oct-Dec,2029,Horamavu Main Road,Moderate
3888,Horamavu Main Road,5058.33,Jan-Mar,2030,Horamavu Main Road,Moderate
3889,Horamavu Main Road,5099.12,Apr-Jun,2030,Horamavu Main Road,Moderate
3890,Horamavu Main Road,5106.487667,Jul-Sep,2030,Horamavu Main Road,Moderate
3891,Horamavu Main Road,5269.265833,Oct-Dec,2030,Horamavu Main Road,Moderate
3892,Devanahalli,5828.76,Jan-Mar,2024,Devanahalli,High
3893,Devanahalli,6085.64,Apr-Jun,2024,Devanahalli,High
3894,Devanahalli,6391.81,Jul-Sep,2024,Devanahalli,High
3895,Devanahalli,7981.83,Oct-Dec,2024,Devanahalli,High
3896,Devanahalli,7143.298,Jan-Mar,2025,Devanahalli,High
3897,Devanahalli,7437.558,Apr-Jun,2025,Devanahalli,High
3898,Devanahalli,6622.299714,Jul-Sep,2025,Devanahalli,High
3899,Devanahalli,5286.673333,Oct-Dec,2025,Devanahalli,High
3900,Devanahalli,5245.23,Jan-Mar,2026,Devanahalli,High
3901,Devanahalli,5194.95,Apr-Jun,2026,Devanahalli,High
3902,Devanahalli,5188.16,Jul-Sep,2026,Devanahalli,High
3903,Devanahalli,5112.48,Oct-Dec,2026,Devanahalli,High
3904,Devanahalli,5241.89,Jan-Mar,2027,Devanahalli,High
3905,Devanahalli,5185.88,Apr-Jun,2027,Devanahalli,High
3906,Devanahalli,5227.89,Jul-Sep,2027,Devanahalli,High
3907,Devanahalli,5187.32,Oct-Dec,2027,Devanahalli,High
3908,Devanahalli,5113.38,Jan-Mar,2028,Devanahalli,High
3909,Devanahalli,5431.92,Apr-Jun,2028,Devanahalli,High
3910,Devanahalli,5417.85,Jul-Sep,2028,Devanahalli,High
3911,Devanahalli,5612.12,Oct-Dec,2028,Devanahalli,High
3912,Devanahalli,5175.46,Jan-Mar,2029,Devanahalli,High
3913,Devanahalli,5283.28,Apr-Jun,2029,Devanahalli,High
3914,Devanahalli,5407.87,Jul-Sep,2029,Devanahalli,High
3915,Devanahalli,5552.51,Oct-Dec,2029,Devanahalli,High
3916,Devanahalli,5828.76,Jan-Mar,2030,Devanahalli,High
3917,Devanahalli,6085.64,Apr-Jun,2030,Devanahalli,High
3918,Devanahalli,6391.81,Jul-Sep,2030,Devanahalli,High
3919,Devanahalli,7981.83,Oct-Dec,2030,Devanahalli,High
3920,Bhattarahalli,7023.42,Jan-Mar,2024,Bhattarahalli,Moderate
3921,Bhattarahalli,7384.7,Apr-Jun,2024,Bhattarahalli,Moderate
3922,Bhattarahalli,7387.733333,Jul-Sep,2024,Bhattarahalli,Moderate
3923,Bhattarahalli,7660.52,Oct-Dec,2024,Bhattarahalli,Moderate
3924,Bhattarahalli,7863.031429,Jan-Mar,2025,Bhattarahalli,Moderate
3925,Bhattarahalli,8077.041429,Apr-Jun,2025,Bhattarahalli,Moderate
3926,Bhattarahalli,8480.918095,Jul-Sep,2025,Bhattarahalli,Moderate
3927,Bhattarahalli,7757.39,Oct-Dec,2025,Bhattarahalli,Moderate
3928,Bhattarahalli,7537.67,Jan-Mar,2026,Bhattarahalli,Moderate
3929,Bhattarahalli,7454.32,Apr-Jun,2026,Bhattarahalli,Moderate
3930,Bhattarahalli,7324.83,Jul-Sep,2026,Bhattarahalli,Moderate
3931,Bhattarahalli,7118.14,Oct-Dec,2026,Bhattarahalli,Moderate
3932,Bhattarahalli,7478.62,Jan-Mar,2027,Bhattarahalli,Moderate
3933,Bhattarahalli,7294.62,Apr-Jun,2027,Bhattarahalli,Moderate
3934,Bhattarahalli,7092.21,Jul-Sep,2027,Bhattarahalli,Moderate
3935,Bhattarahalli,6892.65,Oct-Dec,2027,Bhattarahalli,Moderate
3936,Bhattarahalli,5769.53,Jan-Mar,2028,Bhattarahalli,Moderate
